id,county,state,male_under_5_years,male_5_to_9_years,male_10_to_14_years,male_15_to_19_years,male_20_to_24_years,male_25_to_29_years,male_30_to_34_years,male_35_to_39_years,male_40_to_44_years,male_45_to_49_years,male_50_to_54_years,male_55_to_59_years,male_60_to_64_years,male_65_to_69_years,male_70_to_74_years,male_75_to_79_years,male_80_to_84_years,male_85_years_and_over,male_percent_under_5_years,male_percent_5_to_9_years,male_percent_10_to_14_years,male_percent_15_to_19_years,male_percent_20_to_24_years,male_percent_25_to_29_years,male_percent_30_to_34_years,male_percent_35_to_39_years,male_percent_40_to_44_years,male_percent_45_to_49_years,male_percent_50_to_54_years,male_percent_55_to_59_years,male_percent_60_to_64_years,male_percent_65_to_69_years,male_percent_70_to_74_years,male_percent_75_to_79_years,male_percent_80_to_84_years,male_percent_85_years_and_over,female_under_5_years,female_5_to_9_years,female_10_to_14_years,female_15_to_19_years,female_20_to_24_years,female_25_to_29_years,female_30_to_34_years,female_35_to_39_years,female_40_to_44_years,female_45_to_49_years,female_50_to_54_years,female_55_to_59_years,female_60_to_64_years,female_65_to_69_years,female_70_to_74_years,female_75_to_79_years,female_80_to_84_years,female_85_years_and_over,female_percent_under_5_years,female_percent_5_to_9_years,female_percent_10_to_14_years,female_percent_15_to_19_years,female_percent_20_to_24_years,female_percent_25_to_29_years,female_percent_30_to_34_years,female_percent_35_to_39_years,female_percent_40_to_44_years,female_percent_45_to_49_years,female_percent_50_to_54_years,female_percent_55_to_59_years,female_percent_60_to_64_years,female_percent_65_to_69_years,female_percent_70_to_74_years,female_percent_75_to_79_years,female_percent_80_to_84_years,female_percent_85_years_and_over
0500000US45077,Pickens,South Carolina,3714,3267,2892,5545,8515,4644,3453,3194,3744,3468,3434,4036,3231,2968,2702,2072,1396,443,5.9,5.2,4.6,8.8,13.6,7.4,5.5,5.1,6,5.5,5.5,6.4,5.2,4.7,4.3,3.3,2.2,0.7,3200,3008,3684,5169,7393,3733,3819,3830,2290,3909,3891,4440,3709,4217,2502,1756,2238,1378,5,4.7,5.7,8.1,11.5,5.8,6,6,3.6,6.1,6.1,6.9,5.8,6.6,3.9,2.7,3.5,2.1
0500000US45079,Richland,South Carolina,12240,11064,14058,20077,20667,16590,13312,13342,11042,11765,11267,8878,12465,6932,8014,4149,2390,1643,6.1,5.5,7,10,10.3,8.3,6.7,6.7,5.5,5.9,5.6,4.4,6.2,3.5,4,2.1,1.2,0.8,11541,10102,14460,19520,18534,16389,14521,14853,12656,12851,12365,14550,11007,12126,7487,6302,3805,2795,5.3,4.7,6.7,9,8.6,7.6,6.7,6.9,5.9,6,5.7,6.7,5.1,5.6,3.5,2.9,1.8,1.3
0500000US45083,Spartanburg,South Carolina,10148,10208,11282,10550,10206,11018,10034,8922,10828,9255,10221,10377,9563,7869,6327,3945,2009,2359,6.5,6.6,7.3,6.8,6.6,7.1,6.5,5.8,7,6,6.6,6.7,6.2,5.1,4.1,2.5,1.3,1.5,9534,9889,10344,10108,10385,11975,10290,10081,9505,10687,10931,10094,11462,9306,7565,4754,3157,4597,5.8,6,6.3,6.1,6.3,7.3,6.2,6.1,5.8,6.5,6.6,6.1,7,5.7,4.6,2.9,1.9,2.8
0500000US45085,Sumter,South Carolina,4438,3860,3479,3743,3398,4089,3231,3438,3066,3023,2401,4506,1918,3201,1745,1588,761,561,8.5,7.4,6.6,7.1,6.5,7.8,6.2,6.6,5.8,5.8,4.6,8.6,3.7,6.1,3.3,3,1.5,1.1,2595,3292,3478,3600,3667,3990,3424,3641,2640,3031,3295,4391,2907,3020,2849,1516,1555,1384,4.8,6.1,6.4,6.6,6.8,7.4,6.3,6.7,4.9,5.6,6.1,8.1,5.4,5.6,5.2,2.8,2.9,2.5
0500000US45091,York,South Carolina,8388,8777,11288,8743,7368,8329,9022,9944,9314,9782,8835,7942,8731,5608,6249,3609,1437,1838,6.2,6.5,8.3,6.5,5.4,6.2,6.7,7.4,6.9,7.2,6.5,5.9,6.5,4.1,4.6,2.7,1.1,1.4,8198,10290,9444,9281,7884,8630,9871,10745,9345,10658,9808,9778,8527,7081,7368,4119,2743,2005,5.6,7.1,6.5,6.4,5.4,5.9,6.8,7.4,6.4,7.3,6.7,6.7,5.8,4.9,5.1,2.8,1.9,1.4
0500000US46099,Minnehaha,South Dakota,7195,6760,7866,6599,6069,8089,6827,8101,5459,5798,6510,6308,5521,4984,3082,1704,1420,643,7.3,6.8,8,6.7,6.1,8.2,6.9,8.2,5.5,5.9,6.6,6.4,5.6,5,3.1,1.7,1.4,0.6,6571,6419,6017,5657,5385,7093,6832,7361,4795,5725,5825,7110,4958,4613,3811,2674,1500,1853,7,6.8,6.4,6,5.7,7.5,7.3,7.8,5.1,6.1,6.2,7.5,5.3,4.9,4,2.8,1.6,2
0500000US46103,Pennington,South Dakota,3580,4434,3537,3602,3673,4003,3581,3197,3078,3063,3362,4816,3835,3432,3083,1380,1085,1139,6.2,7.7,6.1,6.2,6.3,6.9,6.2,5.5,5.3,5.3,5.8,8.3,6.6,5.9,5.3,2.4,1.9,2,3261,2530,4204,3303,3191,2892,3935,3518,2995,3173,3201,4220,3859,3869,3213,1596,1058,1877,5.8,4.5,7.5,5.9,5.7,5.2,7,6.3,5.4,5.7,5.7,7.5,6.9,6.9,5.7,2.9,1.9,3.4
0500000US47001,Anderson,Tennessee,1880,2043,2329,2674,1980,2652,2106,2075,2194,2723,2594,2583,2547,2053,2010,1299,666,974,5,5.5,6.2,7.2,5.3,7.1,5.6,5.6,5.9,7.3,6.9,6.9,6.8,5.5,5.4,3.5,1.8,2.6,1940,2500,2058,1836,1980,2255,2446,2344,1927,2827,2716,3151,2482,2638,2591,975,1598,1332,4.9,6.3,5.2,4.6,5,5.7,6.2,5.9,4.9,7.1,6.9,8,6.3,6.7,6.5,2.5,4,3.4
0500000US47009,Blount,Tennessee,3338,3907,3842,4206,3324,4197,4039,3492,3565,4489,4388,4803,4307,4566,3097,2418,1497,829,5.2,6.1,6,6.5,5.2,6.5,6.3,5.4,5.5,7,6.8,7.5,6.7,7.1,4.8,3.8,2.3,1.3,3454,2810,4756,3865,3540,3880,4203,3716,3601,4879,4680,5073,4674,4776,4451,3577,1415,1434,5,4.1,6.9,5.6,5.1,5.6,6.1,5.4,5.2,7.1,6.8,7.4,6.8,6.9,6.5,5.2,2.1,2.1
0500000US47011,Bradley,Tennessee,3042,2886,3308,3958,3058,3787,3564,4078,2876,3325,3724,3591,2958,2655,2252,1664,996,523,5.8,5.5,6.3,7.6,5.9,7.2,6.8,7.8,5.5,6.4,7.1,6.9,5.7,5.1,4.3,3.2,1.9,1,3194,3990,2105,3774,3429,4183,3140,3599,3410,3599,3454,3688,3851,2960,2792,1820,1734,1143,5.7,7.1,3.8,6.8,6.1,7.5,5.6,6.4,6.1,6.4,6.2,6.6,6.9,5.3,5,3.3,3.1,2
0500000US47037,Davidson,Tennessee,23449,17555,21272,19178,23279,35429,33474,24422,23034,20223,19475,19256,18086,13874,10069,5633,4447,2397,7,5.2,6.4,5.7,7,10.6,10,7.3,6.9,6,5.8,5.8,5.4,4.1,3,1.7,1.3,0.7,22610,19238,18726,18760,26182,39524,34574,28330,19687,20016,19452,22535,19479,17137,12400,9253,6571,5118,6.3,5.3,5.2,5.2,7.3,11,9.6,7.9,5.5,5.6,5.4,6.3,5.4,4.8,3.4,2.6,1.8,1.4
0500000US47059,Greene,Tennessee,1696,2505,1237,2731,1898,2047,1915,1467,2731,2322,2194,2130,2607,2595,1420,1359,849,488,5,7.3,3.6,8,5.6,6,5.6,4.3,8,6.8,6.4,6.2,7.6,7.6,4.2,4,2.5,1.4,1603,1534,2354,1422,1718,1875,1882,2536,1365,2445,2713,2422,2671,2212,2592,1258,1391,885,4.6,4.4,6.7,4.1,4.9,5.4,5.4,7.3,3.9,7,7.8,6.9,7.7,6.3,7.4,3.6,4,2.5
0500000US47065,Hamilton,Tennessee,10994,11584,10930,10667,11101,14139,12804,11736,10876,11326,10749,11229,11613,9605,8082,4888,2983,3097,6.2,6.5,6.1,6,6.2,7.9,7.2,6.6,6.1,6.3,6,6.3,6.5,5.4,4.5,2.7,1.7,1.7,9863,8439,11600,11924,11494,13556,12965,11683,12009,11755,11418,11783,14047,10784,9109,6321,4435,6216,5.2,4.5,6.1,6.3,6.1,7.2,6.8,6.2,6.3,6.2,6,6.2,7.4,5.7,4.8,3.3,2.3,3.3
0500000US47093,Knox,Tennessee,13571,12822,14930,14779,20637,16992,14951,14550,14859,14235,14057,14843,12752,11180,9262,5000,3215,3909,6,5.7,6.6,6.5,9.1,7.5,6.6,6.4,6.6,6.3,6.2,6.6,5.6,4.9,4.1,2.2,1.4,1.7,13098,13064,14099,15599,20731,17044,16328,15019,15046,14913,14296,16552,14771,12492,11722,7988,5643,5364,5.4,5.4,5.8,6.4,8.5,7,6.7,6.2,6.2,6.1,5.9,6.8,6.1,5.1,4.8,3.3,2.3,2.2
0500000US47113,Madison,Tennessee,3652,3447,2871,2029,3908,2597,2655,2937,2399,3016,2399,3335,2972,2515,2367,1160,887,617,8,7.5,6.3,4.4,8.5,5.7,5.8,6.4,5.2,6.6,5.2,7.3,6.5,5.5,5.2,2.5,1.9,1.3,2317,2599,4526,3343,3925,3343,2735,2903,3122,3084,3013,4323,3278,3192,2354,1934,1214,1016,4.4,5,8.7,6.4,7.5,6.4,5.2,5.6,6,5.9,5.8,8.3,6.3,6.1,4.5,3.7,2.3,1.9
0500000US47119,Maury,Tennessee,3191,2631,3492,4008,2462,3291,3520,3241,2286,3149,2954,2907,3285,2118,2373,1167,1248,145,6.7,5.5,7.4,8.4,5.2,6.9,7.4,6.8,4.8,6.6,6.2,6.1,6.9,4.5,5,2.5,2.6,0.3,3242,2658,3455,1651,2798,3103,3917,2776,3002,3162,3099,4052,3285,2498,2731,1742,799,949,6.6,5.4,7.1,3.4,5.7,6.3,8,5.7,6.1,6.5,6.3,8.3,6.7,5.1,5.6,3.6,1.6,1.9
0500000US47125,Montgomery,Tennessee,9298,7311,8084,8539,8116,10483,9525,7903,5910,5412,5345,4395,4551,4253,1969,1385,592,718,9,7,7.8,8.2,7.8,10.1,9.2,7.6,5.7,5.2,5.1,4.2,4.4,4.1,1.9,1.3,0.6,0.7,8542,6813,8241,6931,7641,10079,7290,9305,6633,5550,5877,5856,5156,3872,3035,1258,1499,1626,8.1,6.5,7.8,6.6,7.3,9.6,6.9,8.8,6.3,5.3,5.6,5.6,4.9,3.7,2.9,1.2,1.4,1.5
0500000US47141,Putnam,Tennessee,1819,1532,3282,2726,4538,2944,2613,1400,3043,2348,2479,2477,2015,1694,1898,1395,654,447,4.6,3.9,8.4,6.9,11.5,7.5,6.6,3.6,7.7,6,6.3,6.3,5.1,4.3,4.8,3.5,1.7,1.1,2384,2959,1811,2402,3805,2901,2144,2379,2297,2465,2669,1856,3365,2045,1968,1333,1106,1052,5.8,7.2,4.4,5.9,9.3,7.1,5.2,5.8,5.6,6,6.5,4.5,8.2,5,4.8,3.3,2.7,2.6
0500000US47147,Robertson,Tennessee,2320,2352,2873,2387,1750,2473,2314,2959,1788,2315,2221,3114,1903,2004,1198,1191,395,286,6.5,6.6,8,6.7,4.9,6.9,6.5,8.3,5,6.5,6.2,8.7,5.3,5.6,3.3,3.3,1.1,0.8,2057,2097,2311,2066,1796,2539,2303,2480,2187,2580,2508,2619,2299,2020,1583,1706,299,520,5.7,5.8,6.4,5.7,5,7.1,6.4,6.9,6.1,7.2,7,7.3,6.4,5.6,4.4,4.7,0.8,1.4
0500000US47149,Rutherford,Tennessee,10680,10188,13636,14015,15367,11314,11169,10318,11926,11612,10061,10326,7109,5603,4515,2786,1432,1447,6.5,6.2,8.3,8.6,9.4,6.9,6.8,6.3,7.3,7.1,6.2,6.3,4.3,3.4,2.8,1.7,0.9,0.9,10762,8955,13704,11917,14886,12058,11760,11329,13136,11032,10348,9280,9642,6397,6074,3779,2087,1635,6.4,5.3,8.1,7.1,8.8,7.1,7,6.7,7.8,6.5,6.1,5.5,5.7,3.8,3.6,2.2,1.2,1
0500000US47155,Sevier,Tennessee,2818,2283,3123,3177,2731,2865,2396,2564,2974,3191,3066,4024,2862,2868,2816,2027,534,751,6,4.9,6.6,6.7,5.8,6.1,5.1,5.4,6.3,6.8,6.5,8.5,6.1,6.1,6,4.3,1.1,1.6,2945,2662,2974,2242,2722,3967,2638,2538,3020,3629,3271,3364,4206,4059,2727,1702,1243,1271,5.8,5.2,5.8,4.4,5.3,7.8,5.2,5,5.9,7.1,6.4,6.6,8.2,7.9,5.3,3.3,2.4,2.5
0500000US47157,Shelby,Tennessee,32825,33367,33025,30995,30631,36212,31855,30333,24715,27140,26728,26820,26662,20335,15327,9737,4170,4585,7.4,7.5,7.4,7,6.9,8.1,7.2,6.8,5.5,6.1,6,6,6,4.6,3.4,2.2,0.9,1,32057,31085,33013,28922,31246,38545,34447,32081,29440,30936,29806,31856,31271,23532,21795,13506,9505,8661,6.5,6.3,6.7,5.9,6.4,7.8,7,6.5,6,6.3,6.1,6.5,6.4,4.8,4.4,2.7,1.9,1.8
0500000US47163,Sullivan,Tennessee,4095,3856,5427,4486,4289,4910,4404,3924,4773,5228,5648,5162,5785,4397,4496,3624,1417,1584,5.3,5,7,5.8,5.5,6.3,5.7,5.1,6.2,6.7,7.3,6.7,7.5,5.7,5.8,4.7,1.8,2,3504,3661,4076,4102,4376,4718,4823,3773,4959,5448,6276,5571,6013,4832,5601,4035,2695,2380,4.3,4.5,5,5.1,5.4,5.8,6,4.7,6.1,6.7,7.8,6.9,7.4,6,6.9,5,3.3,2.9
0500000US47165,Sumner,Tennessee,5980,6960,6325,6976,4725,5585,5997,6537,5859,6620,6418,6310,5831,4424,3897,2940,1536,651,6.4,7.4,6.8,7.5,5,6,6.4,7,6.3,7.1,6.9,6.7,6.2,4.7,4.2,3.1,1.6,0.7,5247,6765,5816,5827,4967,5749,5981,5539,7792,6748,6944,7256,5690,5135,4605,3902,1863,1886,5.4,6.9,6,6,5.1,5.9,6.1,5.7,8,6.9,7.1,7.4,5.8,5.3,4.7,4,1.9,1.9
0500000US47179,Washington,Tennessee,3467,2687,3705,4578,5387,4697,4330,3004,3974,4026,3762,4756,3966,3628,2973,1661,1234,1367,5.5,4.3,5.9,7.2,8.5,7.4,6.9,4.8,6.3,6.4,6,7.5,6.3,5.7,4.7,2.6,2,2.2,3031,3885,3300,4021,6304,4470,4028,3208,3645,3972,4351,4219,5060,3487,3600,2366,1964,1262,4.6,5.9,5,6.1,9.5,6.8,6.1,4.8,5.5,6,6.6,6.4,7.6,5.3,5.4,3.6,3,1.9
0500000US47187,Williamson,Tennessee,6326,9291,10876,9666,5860,4545,5130,8004,10238,9857,7606,7668,7085,4654,4993,2222,1634,1084,5.4,8,9.3,8.3,5,3.9,4.4,6.9,8.8,8.4,6.5,6.6,6.1,4,4.3,1.9,1.4,0.9,6717,9110,8953,9774,5877,4646,6151,9103,10262,9231,8349,7855,8024,5720,5069,3427,1428,1977,5.5,7.5,7.4,8,4.8,3.8,5.1,7.5,8.4,7.6,6.9,6.5,6.6,4.7,4.2,2.8,1.2,1.6
0500000US47189,Wilson,Tennessee,4391,4878,5801,4299,4066,3927,4566,4942,5251,5125,4734,5195,3768,3733,2933,2059,611,815,6.2,6.9,8.2,6,5.7,5.5,6.4,7,7.4,7.2,6.7,7.3,5.3,5.3,4.1,2.9,0.9,1.1,3609,5289,4911,3949,3000,4359,5337,5389,5001,5280,4517,5649,4186,4853,3172,2267,1686,1109,4.9,7.2,6.7,5.4,4.1,5.9,7.3,7.3,6.8,7.2,6.1,7.7,5.7,6.6,4.3,3.1,2.3,1.5
0500000US48005,Angelina,Texas,2783,2402,3719,3220,3059,2457,2512,3114,3045,1513,2707,2202,2750,1690,2217,1235,833,631,6.6,5.7,8.8,7.7,7.3,5.8,6,7.4,7.2,3.6,6.4,5.2,6.5,4,5.3,2.9,2,1.5,3004,3970,1955,3028,2457,2865,3384,2109,3456,1968,2801,3438,1977,2623,2369,1343,1086,793,6.7,8.9,4.4,6.8,5.5,6.4,7.6,4.7,7.7,4.4,6.3,7.7,4.4,5.9,5.3,3,2.4,1.8
0500000US48021,Bastrop,Texas,3065,4336,2219,2164,3488,3292,3194,3328,2014,2037,2481,3689,2636,2275,2085,994,82,630,7,9.9,5,4.9,7.9,7.5,7.3,7.6,4.6,4.6,5.6,8.4,6,5.2,4.7,2.3,0.2,1.4,2740,2004,4158,3060,4532,1767,2515,1724,3786,2406,2220,2857,3167,3071,2355,992,997,363,6.1,4.5,9.3,6.8,10.1,4,5.6,3.9,8.5,5.4,5,6.4,7.1,6.9,5.3,2.2,2.2,0.8
0500000US48027,Bell,Texas,15121,13583,14438,15283,15035,16993,13934,12148,11594,9262,8775,9140,7767,6318,5059,2769,2017,1986,8.3,7.5,8,8.4,8.3,9.4,7.7,6.7,6.4,5.1,4.8,5,4.3,3.5,2.8,1.5,1.1,1.1,14780,12744,13856,12126,13432,15706,13762,13138,11015,10487,9329,10009,9117,7242,5738,3604,2768,2849,8.1,7,7.6,6.7,7.4,8.6,7.6,7.2,6.1,5.8,5.1,5.5,5,4,3.2,2,1.5,1.6
0500000US48029,Bexar,Texas,70521,72056,73007,73142,74777,84451,80564,75350,62575,60760,54855,55484,45485,37975,28771,20293,9691,10205,7.1,7.3,7.4,7.4,7.6,8.5,8.1,7.6,6.3,6.1,5.5,5.6,4.6,3.8,2.9,2,1,1,67923,68497,70405,70193,70473,78956,76708,71717,65434,64057,56989,54843,56504,46403,34990,23832,16430,19238,6.7,6.8,6.9,6.9,7,7.8,7.6,7.1,6.5,6.3,5.6,5.4,5.6,4.6,3.5,2.4,1.6,1.9
0500000US48037,Bowie,Texas,2393,3371,2625,3410,2945,3791,2655,3573,2089,3365,3688,2858,2533,2113,1949,839,775,957,5.2,7.3,5.7,7.4,6.4,8.3,5.8,7.8,4.5,7.3,8,6.2,5.5,4.6,4.2,1.8,1.7,2.1,3309,2751,3955,2326,3264,2744,2745,2866,2194,3142,3056,3066,2848,2530,2387,1860,1060,1213,7,5.8,8.4,4.9,6.9,5.8,5.8,6.1,4.6,6.6,6.5,6.5,6,5.3,5,3.9,2.2,2.6
0500000US48039,Brazoria,Texas,12759,13082,15713,12289,10311,14060,13413,15442,12486,13970,12186,12650,9199,7154,6545,3651,2026,1383,6.8,6.9,8.3,6.5,5.5,7.5,7.1,8.2,6.6,7.4,6.5,6.7,4.9,3.8,3.5,1.9,1.1,0.7,11933,11855,16081,12796,11634,10300,12749,16065,12186,14251,9596,12024,10527,7819,6663,4423,1915,3128,6.4,6.4,8.6,6.9,6.3,5.5,6.9,8.6,6.6,7.7,5.2,6.5,5.7,4.2,3.6,2.4,1,1.7
0500000US48041,Brazos,Texas,6660,7154,5888,10654,22865,10490,7956,7610,5975,4598,5508,5036,4443,3110,2845,1818,725,1191,5.8,6.2,5.1,9.3,20,9.2,6.9,6.6,5.2,4,4.8,4.4,3.9,2.7,2.5,1.6,0.6,1,7462,6730,6395,11279,20043,9654,6608,7152,6508,5670,5262,4897,5062,4573,2548,1678,1492,1672,6.5,5.9,5.6,9.8,17.5,8.4,5.8,6.2,5.7,4.9,4.6,4.3,4.4,4,2.2,1.5,1.3,1.5
0500000US48061,Cameron,Texas,16684,17267,19078,18605,15838,14749,12306,11856,13217,11303,10617,9462,9403,7779,7398,5037,3165,2589,8.1,8.4,9.2,9,7.7,7.1,6,5.7,6.4,5.5,5.1,4.6,4.6,3.8,3.6,2.4,1.5,1.3,16118,16088,19063,17618,15144,14099,12143,12105,13517,13761,11901,11722,10801,10315,7620,5690,4169,4936,7.4,7.4,8.8,8.1,7,6.5,5.6,5.6,6.2,6.3,5.5,5.4,5,4.8,3.5,2.6,1.9,2.3
0500000US48085,Collin,Texas,32125,33723,44791,38294,30181,31520,33666,39266,40665,41487,35313,31720,25988,18766,14526,9260,5629,3075,6.3,6.6,8.8,7.5,5.9,6.2,6.6,7.7,8,8.1,6.9,6.2,5.1,3.7,2.8,1.8,1.1,0.6,30687,36548,38823,35962,29472,30982,36158,40201,44233,41417,35797,30699,28437,23909,15762,11260,7741,6647,5.8,7,7.4,6.9,5.6,5.9,6.9,7.7,8.4,7.9,6.8,5.9,5.4,4.6,3,2.1,1.5,1.3
0500000US48091,Comal,Texas,4247,4507,5475,4608,4466,3944,5258,3953,5287,5651,5127,6068,4658,4925,3609,2697,868,1071,5.6,5.9,7.2,6,5.8,5.2,6.9,5.2,6.9,7.4,6.7,7.9,6.1,6.4,4.7,3.5,1.1,1.4,4645,4872,5069,4754,4323,4606,4538,3650,5794,5441,4979,6030,5985,5154,4101,2756,1355,1738,5.8,6.1,6.4,6,5.4,5.8,5.7,4.6,7.3,6.8,6.2,7.6,7.5,6.5,5.1,3.5,1.7,2.2
0500000US48099,Coryell,Texas,2706,2106,2712,3269,4462,3537,3354,2714,1791,2708,2334,1468,1356,832,1041,541,613,593,7.1,5.5,7.1,8.6,11.7,9.3,8.8,7.1,4.7,7.1,6.1,3.8,3.6,2.2,2.7,1.4,1.6,1.6,2504,2698,2078,2044,2546,3622,3798,2943,2569,2533,2267,2216,1519,1581,1128,854,492,422,6.6,7.1,5.5,5.4,6.7,9.6,10,7.8,6.8,6.7,6,5.9,4,4.2,3,2.3,1.3,1.1
0500000US48113,Dallas,Texas,98032,83028,109925,90814,91246,114358,106056,91997,87315,81266,78030,76401,65565,46751,34576,20624,12885,11177,7.5,6.4,8.5,7,7,8.8,8.2,7.1,6.7,6.3,6,5.9,5,3.6,2.7,1.6,1,0.9,94346,90153,95062,87442,90741,114431,103280,94887,86096,85787,78504,79142,69868,53117,44181,28146,18810,21477,7.1,6.8,7.1,6.5,6.8,8.6,7.7,7.1,6.4,6.4,5.9,5.9,5.2,4,3.3,2.1,1.4,1.6
0500000US48121,Denton,Texas,28048,28877,33416,31260,28427,31690,32882,32557,33550,33817,29657,29842,19123,15848,12029,7193,3500,2794,6.5,6.6,7.7,7.2,6.5,7.3,7.6,7.5,7.7,7.8,6.8,6.9,4.4,3.6,2.8,1.7,0.8,0.6,26378,29097,30826,32533,29093,32611,33969,37069,32621,34382,29291,30168,21947,18187,14419,9703,5431,4972,5.8,6.4,6.8,7.2,6.4,7.2,7.5,8.2,7.2,7.6,6.5,6.7,4.8,4,3.2,2.1,1.2,1.1
0500000US48135,Ector,Texas,7338,8141,6296,6129,5622,7782,7485,5547,6643,4201,4273,4372,3882,2712,2325,1006,494,395,8.7,9.6,7.4,7.2,6.6,9.2,8.8,6.6,7.8,5,5,5.2,4.6,3.2,2.7,1.2,0.6,0.5,7393,7961,5829,5291,5552,7249,6313,6737,3709,4374,4292,4034,3909,2777,1560,2003,1029,1568,9.1,9.8,7.1,6.5,6.8,8.9,7.7,8.3,4.5,5.4,5.3,4.9,4.8,3.4,1.9,2.5,1.3,1.9
0500000US48139,Ellis,Texas,6481,6703,7591,6961,6536,5165,5754,7315,5045,6646,5669,6148,5603,4665,2316,1735,983,717,7,7.3,8.2,7.6,7.1,5.6,6.3,7.9,5.5,7.2,6.2,6.7,6.1,5.1,2.5,1.9,1.1,0.8,5771,6649,6949,6500,5623,5437,6443,6458,6191,5807,5978,5759,6375,4921,2357,2362,1840,1373,6.2,7.2,7.5,7,6.1,5.9,6.9,7,6.7,6.3,6.4,6.2,6.9,5.3,2.5,2.5,2,1.5
0500000US48141,El Paso,Texas,30733,32283,32076,32986,37098,36348,30847,27528,23363,24761,21335,21275,19462,14926,12133,7341,5215,4897,7.4,7.8,7.7,8,8.9,8.8,7.4,6.6,5.6,6,5.1,5.1,4.7,3.6,2.9,1.8,1.3,1.2,29591,31262,30929,30714,31315,32496,27656,26760,25966,26650,24047,23679,22741,18687,14834,10502,7426,9376,7,7.4,7.3,7.2,7.4,7.7,6.5,6.3,6.1,6.3,5.7,5.6,5.4,4.4,3.5,2.5,1.7,2.2
0500000US48157,Fort Bend,Texas,27499,31684,34164,29338,24908,22291,23929,26721,32612,30123,25773,22424,23957,18365,11212,7892,3640,1945,6.9,8,8.6,7.4,6.3,5.6,6,6.7,8.2,7.6,6.5,5.6,6,4.6,2.8,2,0.9,0.5,26677,31523,30662,29533,22804,22886,26844,33198,31310,31557,26338,22796,25938,18142,14608,8868,4368,5159,6.5,7.6,7.4,7.1,5.5,5.5,6.5,8,7.6,7.6,6.4,5.5,6.3,4.4,3.5,2.1,1.1,1.2
0500000US48167,Galveston,Texas,9901,11731,11783,12983,9465,11113,12499,10676,10344,11935,9276,11387,10775,8903,6299,4085,2188,1819,5.9,7,7,7.8,5.7,6.6,7.5,6.4,6.2,7.1,5.5,6.8,6.4,5.3,3.8,2.4,1.3,1.1,11670,10489,11986,11065,9932,11385,11733,9596,13147,12171,10557,11600,11758,9469,7069,5110,3299,2941,6.7,6,6.9,6.3,5.7,6.5,6.7,5.5,7.5,7,6,6.6,6.7,5.4,4,2.9,1.9,1.7
0500000US48181,Grayson,Texas,4192,4285,5535,5397,3920,4033,3568,3557,4999,3576,3614,5265,3696,3460,2830,1967,1829,712,6.3,6.4,8.3,8.1,5.9,6.1,5.4,5.4,7.5,5.4,5.4,7.9,5.6,5.2,4.3,3,2.8,1.1,4005,4814,4200,3073,4945,3989,3423,4653,4036,3965,4625,4343,5267,4478,3320,2743,1440,2458,5.7,6.9,6,4.4,7.1,5.7,4.9,6.7,5.8,5.7,6.6,6.2,7.5,6.4,4.8,3.9,2.1,3.5
0500000US48183,Gregg,Texas,4147,4455,4931,5154,3517,4770,3946,3897,3485,3605,3042,3110,3971,2650,2580,1231,738,1156,6.9,7.4,8.2,8.5,5.8,7.9,6.5,6.5,5.8,6,5,5.2,6.6,4.4,4.3,2,1.2,1.9,4312,4704,3635,3886,3981,4679,3880,4707,3979,3268,3476,3970,3704,3850,2535,2048,1867,1079,6.8,7.4,5.7,6.1,6.3,7.4,6.1,7.4,6.3,5.1,5.5,6.2,5.8,6.1,4,3.2,2.9,1.7
0500000US48187,Guadalupe,Texas,5102,6360,5563,6030,5427,4758,5704,5891,6589,5158,5619,4937,4719,3494,3054,1511,1447,1067,6.2,7.7,6.7,7.3,6.6,5.8,6.9,7.1,8,6.3,6.8,6,5.7,4.2,3.7,1.8,1.8,1.3,4970,6664,5660,5422,4560,5216,5927,6354,5176,5759,5675,5329,5096,3833,3527,2519,1684,1046,5.9,7.9,6.7,6.4,5.4,6.2,7,7.5,6.1,6.8,6.7,6.3,6,4.5,4.2,3,2,1.2
0500000US48201,Harris,Texas,177082,172921,180289,166497,158353,190723,189266,181253,159849,151899,136707,127546,119321,89094,60188,41864,20975,15802,7.6,7.4,7.7,7.1,6.8,8.2,8.1,7.7,6.8,6.5,5.8,5.5,5.1,3.8,2.6,1.8,0.9,0.7,170864,158715,182768,158209,154138,189063,184535,178560,155611,155403,139504,130170,130163,97541,74901,50150,31879,31522,7.2,6.7,7.7,6.7,6.5,8,7.8,7.5,6.6,6.5,5.9,5.5,5.5,4.1,3.2,2.1,1.3,1.3
0500000US48203,Harrison,Texas,1022,2596,3292,2504,1818,2112,1616,1542,2180,2141,2133,2121,1859,1852,1436,850,858,437,3.2,8,10.2,7.7,5.6,6.5,5,4.8,6.7,6.6,6.6,6.6,5.7,5.7,4.4,2.6,2.7,1.4,2069,2532,2646,1355,2309,1781,2602,1907,2078,1782,2069,2780,1677,2145,1447,1397,603,1005,6.1,7.4,7.7,4,6.8,5.2,7.6,5.6,6.1,5.2,6.1,8.1,4.9,6.3,4.2,4.1,1.8,2.9
