year,month,day,event_type,sub_event_type,state,county,city,latitude,longitude,fatalities,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
2020,6,2,Strategic developments,Other,Idaho,Kootenai,Coeur d'Alene,47.678,-116.78,0,0500000US16055,65283,2.8,2.1,10.4,9.8,12.9,24.2,13.9,16.1,3.7,4.1,62579,74659,12080,Middle
2020,6,2,Protests,Peaceful protest,Washington,Whatcom,Bellingham,48.76,-122.488,0,0500000US53073,88794,4.7,3.4,8.2,8.6,9.3,20,15.9,17.2,6.9,5.9,69372,84870,15498,High
2020,6,2,Violence against civilians,Attack,Missouri,Saint Louis,Florissant,38.789,-90.323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Protests,Peaceful protest,Alabama,Tallapoosa,Dadeville,32.831,-85.764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Protests,Peaceful protest,Michigan,Calhoun,Marshall,42.272,-84.963,0,0500000US26025,53827,5.7,4.6,10.6,13.5,16.3,16.5,12.4,12.9,3.7,3.8,49055,68474,19419,Very Low
2020,6,2,Protests,Protest with intervention,North Carolina,Mecklenburg,Charlotte,35.227,-80.843,0,0500000US37119,426313,4.5,3.4,6.5,8.2,12.9,18.5,13.1,15.2,6.9,10.9,69072,102553,33481,High
2020,6,2,Strategic developments,Other,California,Shasta,Redding,40.586,-122.39,0,0500000US06089,72714,4.9,5.9,11,7.1,12.4,16.1,14.5,14.6,7.9,5.4,63091,81663,18572,Middle
2020,6,2,Protests,Peaceful protest,New York,Cattaraugus,Olean,42.084,-78.43,0,0500000US36009,33056,6.3,7.8,11.6,9.7,13.4,19.7,14.8,9.7,4,2.9,50912,64706,13794,Very Low
2020,6,2,Protests,Peaceful protest,Colorado,Jefferson,Evergreen,39.633,-105.317,0,0500000US08059,236496,3.4,1.6,5,5.4,9.4,17.2,12.8,21.1,10.5,13.5,90040,115741,25701,Very High
2020,6,2,Protests,Peaceful protest,California,Alameda,Livermore,37.682,-121.768,0,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
2020,6,2,Protests,Peaceful protest,Virginia,Manassas,Manassas,38.751,-77.475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Protests,Peaceful protest,South Carolina,Georgetown,Georgetown,33.377,-79.294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Protests,Peaceful protest,New Mexico,Dona Ana,Las Cruces,32.319,-106.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Strategic developments,Other,New Mexico,Dona Ana,Las Cruces,32.319,-106.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Protests,Peaceful protest,New York,Nassau,Bellmore,40.669,-73.528,0,0500000US36059,449798,3,1.7,5.1,3.9,6.5,11.5,10.5,18.5,14.3,25,118453,157774,39321,Very High
2020,6,2,Protests,Peaceful protest,Iowa,Cerro Gordo,Mason City,43.154,-93.202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Protests,Peaceful protest,New Jersey,Burlington,Moorestown,39.957,-74.974,0,0500000US34005,170074,2.5,1.5,5.6,5.6,9.3,17,14.8,19.7,11.3,12.9,88797,114940,26143,Very High
2020,6,2,Protests,Peaceful protest,Arizona,Yavapai,Prescott,34.538,-112.469,0,0500000US04025,102784,5.5,5,10.7,9.4,15.6,21.1,11.5,12,4.2,4.8,53816,71282,17466,Very Low
2020,6,2,Strategic developments,Other,Virginia,Halifax,South Boston,36.699,-78.901,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,2,Protests,Peaceful protest,California,Los Angeles,West Covina,34.069,-117.939,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,6,2,Protests,Peaceful protest,Michigan,Wayne,Woodhaven,42.139,-83.242,0,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
2020,6,3,Strategic developments,Change to group/activity,Colorado,Denver,Denver,39.739,-104.991,0,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High
2020,6,3,Protests,Peaceful protest,New Mexico,Bernalillo,Albuquerque,35.084,-106.651,0,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
2020,6,3,Protests,Peaceful protest,South Carolina,Anderson,Anderson,34.503,-82.65,0,0500000US45007,75825,5.5,5.1,11.5,10.3,13.4,18.9,13,13.4,3.4,5.6,54322,75079,20757,Very Low
2020,6,3,Protests,Protest with intervention,North Carolina,Buncombe,Asheville,35.601,-82.554,0,0500000US37021,106741,4,5.1,12.1,10.5,13.2,19.1,12.6,12.6,5.4,5.3,54970,77162,22192,Very Low
2020,6,3,Protests,Peaceful protest,Texas,Cameron,Brownsville,25.902,-97.498,0,0500000US48061,129307,9.3,8.2,13.9,13.1,12.7,15.8,10.7,11.2,2.6,2.7,41123,57625,16502,Very Low
2020,6,3,Protests,Peaceful protest,South Carolina,Charleston,Charleston,32.777,-79.931,0,0500000US45019,165568,6.7,2.6,7.9,6.1,11.2,17.3,12.3,16,8.4,11.4,71531,104326,32795,High
2020,6,3,Protests,Peaceful protest,South Carolina,Richland,Columbia,34,-81.033,0,0500000US45079,153484,9.7,3.5,9.9,9.3,14.7,16.4,12,12.7,6.6,5,52293,76348,24055,Very Low
2020,6,3,Protests,Peaceful protest,Texas,Dallas,Dallas,32.779,-96.8,0,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,91752,29956,Middle
2020,6,3,Protests,Peaceful protest,South Carolina,Pickens,Easley,34.83,-82.602,0,0500000US45077,48203,6.7,5.6,11.6,10.2,14.1,19.8,13.3,13,3.2,2.7,52190,66080,13890,Very Low
2020,6,3,Protests,Peaceful protest,California,San Diego,Escondido,33.12,-117.094,0,0500000US06073,1132434,4.1,3.3,6,6.3,9.8,15.3,13.4,18.8,9.7,13.3,83985,112786,28801,Very High
2020,6,3,Protests,Peaceful protest,California,Solano,Fairfield,38.249,-122.041,0,0500000US06095,150393,4.4,2.2,4.3,6.3,9.7,16,15.6,20.5,10.9,10.1,86652,105465,18813,Very High
2020,6,3,Protests,Peaceful protest,California,Alameda,Hayward,37.669,-122.082,0,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
2020,6,3,Protests,Peaceful protest,Hawaii,Honolulu,Honolulu,21.307,-157.858,0,0500000US15003,316456,4.6,2.5,4.9,6.1,8.2,16.7,13.5,20.7,10.7,12.2,87470,111776,24306,Very High
2020,6,3,Protests,Protest with intervention,Alabama,Madison,Huntsville,34.729,-86.585,0,0500000US01089,155878,5.2,4.4,8.9,8.8,11.7,14.5,12.4,17.5,9.2,7.3,67930,88904,20974,High
2020,6,3,Protests,Peaceful protest,Nevada,Clark,Las Vegas,36.175,-115.137,0,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
2020,6,3,Protests,Peaceful protest,Arkansas,Pulaski,Little Rock,34.746,-92.288,0,0500000US05119,158000,6.9,5.9,9.4,10.8,15,19.2,9.7,13.3,5.1,4.8,52043,77462,25419,Very Low
2020,6,3,Protests,Peaceful protest,California,Los Angeles,Long Beach,33.77,-118.203,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,6,3,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,6,3,Protests,Peaceful protest,California,Santa Clara,Los Gatos,37.236,-121.963,0,0500000US06085,643637,2.5,2.3,3.6,4.3,5.9,10.8,9.4,16.5,13.2,31.6,133076,180645,47569,Very High
2020,6,3,Protests,Peaceful protest,California,Marin,Marinwood,38.038,-122.538,0,0500000US06041,105298,3.4,2.5,4.5,4.7,8.8,10.6,11,16,10,28.6,110843,180587,69744,Very High
2020,6,3,Protests,Peaceful protest,Arkansas,Pulaski,Maumelle,34.867,-92.404,0,0500000US05119,158000,6.9,5.9,9.4,10.8,15,19.2,9.7,13.3,5.1,4.8,52043,77462,25419,Very Low
2020,6,3,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low
2020,6,3,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low
2020,6,3,Protests,Peaceful protest,Alabama,Montgomery,Montgomery,32.376,-86.31,0,0500000US01101,88864,8.1,3.6,9.2,10.1,15.7,20.2,11.1,13.3,4.5,4.3,53117,72113,18996,Very Low
2020,6,3,Protests,Protest with intervention,Louisiana,Orleans,New Orleans,29.955,-90.075,0,0500000US22071,151753,16.5,5.8,11,8.9,10.2,15.1,8.6,10.9,5.3,7.7,45615,77676,32061,Very Low
2020,6,3,Protests,Protest with intervention,California,Alameda,Oakland,37.804,-122.271,0,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
2020,6,3,Protests,Peaceful protest,California,Santa Clara,Palo Alto,37.442,-122.145,0,0500000US06085,643637,2.5,2.3,3.6,4.3,5.9,10.8,9.4,16.5,13.2,31.6,133076,180645,47569,Very High
2020,6,3,Protests,Protest with intervention,Arizona,Maricopa,Phoenix,33.449,-112.074,0,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
2020,6,3,Riots,Violent demonstration,California,Sacramento,Sacramento,38.58,-121.496,0,0500000US06067,556752,4.4,4,7.1,7.8,11.1,17.6,13.7,17.4,8.5,8.4,72017,93318,21301,High
2020,6,3,Protests,Peaceful protest,Texas,Bexar,San Antonio,29.428,-98.488,0,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low
2020,6,3,Protests,Peaceful protest,California,San Diego,San Diego,32.717,-117.166,0,0500000US06073,1132434,4.1,3.3,6,6.3,9.8,15.3,13.4,18.8,9.7,13.3,83985,112786,28801,Very High
2020,6,3,Protests,Protest with intervention,California,San Francisco,San Francisco,37.779,-122.419,0,0500000US06075,365851,4,5.1,4.8,4.2,5.8,10.2,8.2,15,11.9,30.7,123859,173858,49999,Very High
2020,6,3,Protests,Peaceful protest,California,Santa Clara,San Jose,37.334,-121.891,0,0500000US06085,643637,2.5,2.3,3.6,4.3,5.9,10.8,9.4,16.5,13.2,31.6,133076,180645,47569,Very High
2020,6,3,Protests,Peaceful protest,New Mexico,Santa Fe,Santa Fe,35.687,-105.939,0,0500000US35049,62182,6.7,4,8,10.4,12.5,17.7,12.9,13.2,6.4,8.3,61298,88182,26884,Middle
2020,6,3,Protests,Protest with intervention,California,Sonoma,Santa Rosa,38.441,-122.721,0,0500000US06097,190689,2.9,2.7,4.2,6.5,9.3,16.1,15.6,18.8,10.7,13.3,87828,117426,29598,Very High
2020,6,3,Protests,Peaceful protest,California,San Joaquin,Stockton,37.959,-121.298,0,0500000US06077,230241,4.5,3.2,8,8.4,11.1,18.9,12.3,16.9,9,7.8,68997,92484,23487,High
2020,6,3,Protests,Peaceful protest,Arizona,Pima,Tucson,32.222,-110.926,0,0500000US04019,410404,6.9,4.3,9.7,10,14.5,17.4,13.1,13.8,5.2,5,56169,76892,20723,Low
2020,6,3,Protests,Peaceful protest,Alabama,Tuscaloosa,Tuscaloosa,33.21,-87.569,0,0500000US01125,74259,9,5,10.6,11,12.6,17.6,8.4,15.1,5.5,5.3,52243,73432,21189,Very Low
2020,6,3,Protests,Peaceful protest,Texas,Smith,Tyler,32.351,-95.301,0,0500000US48423,78600,5.4,3.1,11.2,8.3,13.8,19.7,13.4,15.3,5.1,4.7,59584,79183,19599,Low
2020,6,3,Protests,Protest with intervention,California,Los Angeles,West Hollywood,34.09,-118.362,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,6,3,Protests,Peaceful protest,California,Los Angeles,Whittier,33.979,-118.03,0,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
2020,6,3,Protests,Peaceful protest,Maryland,Baltimore City,Baltimore,39.29,-76.612,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,West Virginia,Kanawha,Charleston,38.349,-81.632,0,0500000US54039,78384,11.4,5,10.5,9.6,15.5,17.6,10.9,11.7,4,3.9,47759,66290,18531,Very Low
2020,6,3,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,6,3,Protests,Peaceful protest,Ohio,Cuyahoga,Cleveland,41.482,-81.67,0,0500000US39035,549471,8.5,5.7,10.4,9.9,12.9,18.2,11.7,12.6,4.8,5.4,52423,75382,22959,Very Low
2020,6,3,Protests,Peaceful protest,Colorado,El Paso,Colorado Springs,38.834,-104.821,0,0500000US08041,265798,4.4,2.8,6.3,7.3,11.5,19.6,14.7,17.4,8.5,7.6,72830,93351,20521,High
2020,6,3,Protests,Excessive force against protesters,Missouri,Boone,Columbia,38.952,-92.334,0,0500000US29019,70721,8.4,3.6,9.6,8.7,13.7,16.7,14.1,13.5,5.1,6.6,57013,77332,20319,Low
2020,6,3,Protests,Peaceful protest,Colorado,Denver,Denver,39.739,-104.991,0,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High
2020,6,3,Protests,Peaceful protest,Michigan,Wayne,Detroit,42.335,-83.048,0,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
2020,6,3,Protests,Peaceful protest,Delaware,Kent,Dover,39.158,-75.524,0,0500000US10001,68023,6,6.2,7.5,7.8,15.6,19.9,12.6,15.7,6.5,2.1,58001,71690,13689,Low
2020,6,3,Protests,Peaceful protest,Maryland,Frederick,Frederick,39.414,-77.41,0,0500000US24021,93768,1.8,2.1,3.4,4.8,8.9,13.8,13,25,13.4,13.8,103516,122496,18980,Very High
2020,6,3,Protests,Peaceful protest,Nebraska,Hall,Grand Island,40.925,-98.342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Oregon,Clackamas,Happy Valley,45.422,-122.515,0,0500000US41005,161295,4.2,2.4,5.1,7,10.8,17.7,13.2,18.8,9.7,11.1,80294,106184,25890,Very High
2020,6,3,Protests,Peaceful protest,Pennsylvania,Dauphin,Harrisburg,40.273,-76.887,0,0500000US42043,113905,6.6,2.8,9.4,9.8,12.5,19.7,14.1,15,5,5.2,60733,80460,19727,Middle
2020,6,3,Protests,Protest with intervention,Iowa,Johnson,Iowa City,41.661,-91.53,0,0500000US19103,60782,9,3.2,7.3,10,10.6,15,12.3,16.2,6.4,10.1,66011,99179,33168,High
2020,6,3,Protests,Peaceful protest,Alaska,Ketchikan Gateway,Ketchikan,55.342,-131.648,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Michigan,Ingham,Lansing,42.734,-84.555,0,0500000US26065,114534,7.3,4.6,10.4,10.6,13.7,18,11.6,13.8,5.2,4.8,54395,73701,19306,Very Low
2020,6,3,Protests,Peaceful protest,Kentucky,Fayette,Lexington,38.041,-84.504,0,0500000US21067,131929,6.6,3.7,10.1,8.9,12.5,18.9,12.3,14.2,6.4,6.4,58356,84149,25793,Low
2020,6,3,Protests,Peaceful protest,Kentucky,Jefferson,Louisville,38.254,-85.759,0,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
2020,6,3,Protests,Peaceful protest,Massachusetts,Barnstable,Mashpee,41.619,-70.495,0,0500000US25001,96509,3.1,2.3,5,6,10.6,17.1,13.9,21.6,9.9,10.7,85042,111887,26845,Very High
2020,6,3,Protests,Peaceful protest,Washington,Snohomish,Mill Creek,47.861,-122.206,0,0500000US53061,299827,3.1,2.8,5.1,5.4,8.3,16.5,14.9,20.2,12,11.7,89260,109561,20301,Very High
2020,6,3,Protests,Peaceful protest,Minnesota,Hennepin,Minneapolis,44.983,-93.267,0,0500000US27053,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,30037,Very High
2020,6,3,Protests,Peaceful protest,West Virginia,Monongalia,Morgantown,39.63,-79.956,0,0500000US54061,40401,8.1,7.3,9.7,8.3,11.7,15.5,9.4,16.9,4.5,8.7,55940,83925,27985,Low
2020,6,3,Protests,Protest with intervention,New York,New York,New York-Manhattan,40.783,-73.966,0,0500000US36061,768203,9.2,4.4,6.2,5.2,6.4,10.6,9.7,14,9.1,25.1,93651,170453,76802,Very High
2020,6,3,Protests,Peaceful protest,Virginia,Orange,Orange,38.245,-78.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Maryland,Worcester,Pocomoke City,38.076,-75.568,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,6,3,Protests,Peaceful protest,Virginia,Richmond,Richmond,37.539,-77.434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Virginia,Loudoun,Round Hill,39.133,-77.769,0,0500000US51107,133750,1.7,0.6,2.3,3.3,4.1,8.3,10.7,17.9,16.9,34.2,151800,176974,25174,Very High
2020,6,3,Protests,Peaceful protest,Oregon,Marion,Salem,44.938,-123.03,0,0500000US41047,121061,4.2,4.3,7.6,8.9,13.4,20.7,14.1,16,7.1,3.7,64306,78396,14090,Middle
2020,6,3,Protests,Peaceful protest,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
2020,6,3,Protests,Peaceful protest,Washington,King,Seattle,47.606,-122.333,0,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High
2020,6,3,Protests,Peaceful protest,Washington,Spokane,Spokane,47.66,-117.429,0,0500000US53063,211723,5.8,4.3,8.3,8.9,14.1,20,12.7,13.5,7.3,5.1,59974,80940,20966,Low
2020,6,3,Protests,Protest with intervention,District of Columbia,District of Columbia,Washington DC,38.89,-77.009,0,0500000US11001,291570,8,3.3,4.9,4.6,8.5,12.1,11,16.2,10.6,20.7,92266,135369,43103,Very High
2020,6,3,Protests,Peaceful protest,Massachusetts,Middlesex,Arlington,42.416,-71.156,0,0500000US25017,612366,4,2.7,4.6,4.5,7.2,12.5,11.3,19,13,21.3,107056,142727,35671,Very High
2020,6,3,Protests,Protest with intervention,Georgia,Fulton,Atlanta,33.756,-84.39,0,0500000US13121,439578,6.3,3.4,6.7,6.3,10.2,14.4,11.3,16.1,9.1,16.2,80013,125680,45667,Very High
2020,6,3,Protests,Peaceful protest,Georgia,DeKalb,Decatur,33.775,-84.296,0,0500000US13089,289829,5.6,3.3,8.5,9.4,13.1,17.1,12.7,13.3,6.5,10.5,63652,94336,30684,Middle
2020,6,3,Protests,Peaceful protest,New Hampshire,Cheshire,Keene,42.933,-72.28,0,0500000US33005,29698,4.9,2.7,7.1,7.8,15.6,18.2,16,18.7,3.6,5.4,66088,80523,14435,High
2020,6,3,Protests,Peaceful protest,Louisiana,Lafayette,LaFayette,30.224,-92.02,0,0500000US22055,94490,8.6,4.3,10.6,8.6,11.2,15.1,12.9,14.9,6.4,7.3,60567,83575,23008,Middle
2020,6,3,Protests,Peaceful protest,Connecticut,Fairfield,Stamford,41.053,-73.539,0,0500000US09001,340557,4.2,3.3,6.2,4.8,8.6,13.4,10.3,15.7,10.8,22.8,97053,159703,62650,Very High
2020,6,3,Protests,Peaceful protest,New York,Onondaga,Syracuse,43.048,-76.147,0,0500000US36067,183218,8.1,4.3,8.4,7.3,13.1,17.5,13.1,15.2,6.1,6.8,61577,83860,22283,Middle
2020,6,3,Protests,Peaceful protest,Wyoming,Natrona,Casper,42.85,-106.325,0,0500000US56025,33044,4.6,2.8,9.2,10.2,10.2,20.5,16.2,15.4,5.8,4.9,65034,79046,14012,High
2020,6,3,Strategic developments,Other,Wyoming,Natrona,Casper,42.85,-106.325,0,0500000US56025,33044,4.6,2.8,9.2,10.2,10.2,20.5,16.2,15.4,5.8,4.9,65034,79046,14012,High
2020,6,3,Protests,Peaceful protest,Texas,El Paso,El Paso,31.762,-106.485,0,0500000US48141,269150,9.2,5.5,10.5,11.5,14.2,20.7,10.7,11.9,3.4,2.4,48903,62655,13752,Very Low
2020,6,3,Protests,Peaceful protest,Alaska,Kenai Peninsula,Homer,59.642,-151.549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Wyoming,Albany,Laramie,41.311,-105.594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,California,Lake,Middletown,38.753,-122.614,0,0500000US06033,25968,5.4,8.3,9.4,11.2,21.1,14.8,10.7,10.8,4.8,3.7,47138,67959,20821,Very Low
2020,6,3,Protests,Protest with intervention,Wisconsin,Milwaukee,Milwaukee,43.038,-87.906,0,0500000US55079,383665,7.4,4.9,11.3,9.2,14.3,17.8,12,14,4.8,4.1,53418,71436,18018,Very Low
2020,6,3,Protests,Peaceful protest,Montana,Missoula,Missoula,46.872,-113.994,0,0500000US30063,50853,4.7,5.6,9,7.5,16,20.3,13.7,12.4,5.7,5.2,57347,78557,21210,Low
2020,6,3,Protests,Peaceful protest,Nebraska,Madison,Norfolk,42.031,-97.426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Alaska,Nome,Unalakleet,63.874,-160.794,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Montana,Flathead,Whitefish,48.412,-114.335,0,0500000US30029,40681,3.2,4.5,6.1,9.8,17,20.7,14.9,13.8,7.2,2.8,62588,78594,16006,Middle
2020,6,3,Protests,Peaceful protest,Connecticut,Fairfield,Danbury,41.395,-73.454,0,0500000US09001,340557,4.2,3.3,6.2,4.8,8.6,13.4,10.3,15.7,10.8,22.8,97053,159703,62650,Very High
2020,6,3,Protests,Peaceful protest,Oregon,Lincoln,Newport,44.637,-124.053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,California,San Mateo,San Mateo,37.563,-122.326,0,0500000US06081,265003,2.3,1.9,4.1,3.5,6.4,10.2,8.7,16.9,12.7,33.3,138500,193572,55072,Very High
2020,6,3,Protests,Peaceful protest,California,Contra Costa,San Ramon,37.78,-121.978,0,0500000US06013,399792,3.3,2.8,4,4.8,6.9,12.2,12.5,18.9,12.2,22.4,107135,146387,39252,Very High
2020,6,3,Protests,Peaceful protest,California,Sonoma,Sebastopol,38.402,-122.824,0,0500000US06097,190689,2.9,2.7,4.2,6.5,9.3,16.1,15.6,18.8,10.7,13.3,87828,117426,29598,Very High
2020,6,3,Protests,Peaceful protest,New York,Westchester,New Rochelle,40.911,-73.782,0,0500000US36119,355136,5.4,3.2,4.5,5.1,8.1,11.3,10.9,16.8,9.6,25,101908,160616,58708,Very High
2020,6,3,Protests,Peaceful protest,New York,Queens,New York-Queens,40.731,-73.796,0,0500000US36081,784552,5.6,3.7,6.6,7.9,10.5,16.3,12.9,17.8,9.5,9.3,73696,96631,22935,High
2020,6,3,Protests,Protest with intervention,New York,Dutchess,Poughkeepsie,41.7,-73.93,0,0500000US36027,110529,4.7,3.4,7.5,6.8,8.1,15.1,11.2,20.1,10.5,12.7,85901,112299,26398,Very High
2020,6,3,Protests,Peaceful protest,California,Marin,San Rafael,37.974,-122.531,0,0500000US06041,105298,3.4,2.5,4.5,4.7,8.8,10.6,11,16,10,28.6,110843,180587,69744,Very High
2020,6,3,Protests,Peaceful protest,Colorado,Gunnison,Gunnison,38.546,-106.925,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Washington,Pierce,Tacoma,47.253,-122.444,0,0500000US53053,333657,3.5,3,5.4,5.8,11.4,17.9,15,21.3,8.9,7.7,79243,97051,17808,Very High
2020,6,3,Protests,Peaceful protest,Ohio,Hamilton,Cincinnati,39.127,-84.514,0,0500000US39061,347235,7.7,4.2,9.9,8.8,10.7,16.8,11.2,15.5,6.9,8.4,60198,89581,29383,Middle
2020,6,3,Protests,Peaceful protest,Michigan,Kent,Grand Rapids,42.963,-85.668,0,0500000US26081,245437,4.3,3.4,8,8.1,13.1,19.3,14.6,17.1,6.1,6.1,66532,87827,21295,High
2020,6,3,Protests,Peaceful protest,Michigan,Houghton,Houghton,47.122,-88.569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Michigan,Dickinson,Iron Mountain,45.82,-88.066,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Wisconsin,Dane,Madison,43.075,-89.384,0,0500000US55025,229760,3.5,3.3,6.1,7.4,10.7,17.4,14.3,20.1,8.1,9,77504,100066,22562,Very High
2020,6,3,Protests,Peaceful protest,Kansas,Harvey,Newton,38.047,-97.345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,3,Protests,Peaceful protest,Washington,Yakima,Yakima,46.602,-120.505,0,0500000US53077,83992,5.5,3.1,11.2,10.9,14.4,18.9,15.4,12.8,4.3,3.7,56233,72179,15946,Low
