county,state,age_under_5,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_over,age_pct_under_5,age_pct_5_9,age_pct_10_14,age_pct_15_19,age_pct_20_24,age_pct_25_29,age_pct_30_34,age_pct_35_39,age_pct_40_44,age_pct_45_49,age_pct_50_54,age_pct_55_59,age_pct_60_64,age_pct_65_69,age_pct_70_74,age_pct_75_79,age_pct_80_84,age_pct_85_over
Tolland,Connecticut,6461,6742,7820,13852,17924,7489,8513,8053,8052,9720,10136,11236,10169,7901,6503,4263,2937,2950,4.3,4.5,5.2,9.2,11.9,5,5.6,5.3,5.3,6.4,6.7,7.5,6.7,5.2,4.3,2.8,1.9,2
Windham,Connecticut,5515,6756,6416,8390,8238,6651,7667,6720,6811,7270,8606,8886,9546,6258,5094,3241,2485,2232,4.7,5.8,5.5,7.2,7.1,5.7,6.6,5.8,5.8,6.2,7.4,7.6,8.2,5.4,4.4,2.8,2.1,1.9
Kent,Delaware,11074,11876,11397,12037,12547,12967,11952,10374,10482,10954,10029,11752,11352,8622,9568,6297,3959,3547,6.1,6.6,6.3,6.7,6.9,7.2,6.6,5.7,5.8,6.1,5.5,6.5,6.3,4.8,5.3,3.5,2.2,2
New Castle,Delaware,31793,30496,35853,37300,34656,40644,40358,34403,35334,35182,37022,36878,38985,28890,23714,16726,11420,9099,5.7,5.5,6.4,6.7,6.2,7.3,7.2,6.2,6.3,6.3,6.6,6.6,7,5.2,4.2,3,2,1.6
Sussex,Delaware,11394,11778,12661,11429,10162,11598,10893,11251,11860,12135,13348,17462,20458,22326,19727,12453,7136,6154,4.9,5,5.4,4.9,4.3,5,4.7,4.8,5.1,5.2,5.7,7.5,8.7,9.5,8.4,5.3,3,2.6
District of Columbia,District of Columbia,45263,35558,31821,37751,50211,82476,81899,61184,47721,38495,35998,37365,32470,30878,19709,14983,10656,11311,6.4,5,4.5,5.3,7.1,11.7,11.6,8.7,6.8,5.5,5.1,5.3,4.6,4.4,2.8,2.1,1.5,1.6
Alachua,Florida,13815,10946,16188,22236,40066,23368,17172,17753,13226,15041,11347,14995,13526,13321,10478,5828,4746,4991,5.1,4.1,6,8.3,14.9,8.7,6.4,6.6,4.9,5.6,4.2,5.6,5,5,3.9,2.2,1.8,1.9
Bay,Florida,9497,9147,10645,9587,9769,12397,10814,12825,8187,11986,11252,14463,11851,9311,9732,7536,2711,2995,5.4,5.2,6.1,5.5,5.6,7.1,6.2,7.3,4.7,6.9,6.4,8.3,6.8,5.3,5.6,4.3,1.6,1.7
Brevard,Florida,27344,26916,35205,32082,29623,36143,33992,34245,28910,34047,38884,52460,46317,42278,36161,27469,22632,17234,4.5,4.5,5.8,5.3,4.9,6,5.6,5.7,4.8,5.7,6.5,8.7,7.7,7,6,4.6,3.8,2.9
Broward,Florida,112024,111266,117857,110108,109459,129208,132623,124720,136089,133705,136290,136164,128659,104321,82596,57686,40252,49751,5.7,5.7,6,5.6,5.6,6.6,6.8,6.4,7,6.8,7,7,6.6,5.3,4.2,3,2.1,2.5
Charlotte,Florida,5295,7477,5831,5792,5931,7810,7177,6775,7886,7881,10985,14990,17165,22879,18050,15993,10310,10683,2.8,4,3.1,3.1,3.1,4.1,3.8,3.6,4.2,4.2,5.8,7.9,9.1,12.1,9.6,8.5,5.5,5.7
Citrus,Florida,5763,4986,7456,5589,5732,6202,6069,5592,6310,7536,8802,11267,12963,16328,12517,12442,8384,5719,3.9,3.3,5,3.7,3.8,4.1,4.1,3.7,4.2,5,5.9,7.5,8.7,10.9,8.4,8.3,5.6,3.8
Clay,Florida,11923,14430,14139,15545,11947,12745,12789,14041,14594,14947,15806,14005,16884,11290,9857,6401,4405,3504,5.4,6.6,6.4,7.1,5.4,5.8,5.8,6.4,6.7,6.8,7.2,6.4,7.7,5.1,4.5,2.9,2,1.6
Collier,Florida,15984,16641,20646,19766,18654,16780,17616,17180,19357,23202,20103,25772,26674,28110,32258,28680,20540,16939,4.2,4.3,5.4,5.1,4.8,4.4,4.6,4.5,5,6,5.2,6.7,6.9,7.3,8.4,7.5,5.3,4.4
Columbia,Florida,3577,4237,4618,5232,5499,4172,3896,4495,3381,4600,4437,5573,4673,4127,3706,2330,1552,1581,5,5.9,6.4,7.3,7.7,5.8,5.4,6.3,4.7,6.4,6.2,7.8,6.5,5.8,5.2,3.3,2.2,2.2
Duval,Florida,64319,55953,64202,53344,61117,81546,75569,71555,52537,58537,57991,65099,57610,50276,34973,24546,15633,12948,6.7,5.8,6.7,5.6,6.4,8.5,7.9,7.5,5.5,6.1,6.1,6.8,6,5.2,3.7,2.6,1.6,1.4
Escambia,Florida,19013,19797,17055,20748,24776,25963,22761,19171,15539,17779,17936,23502,19717,17200,15112,10893,5430,5924,6,6.2,5.4,6.5,7.8,8.2,7.2,6,4.9,5.6,5.6,7.4,6.2,5.4,4.7,3.4,1.7,1.9
Flagler,Florida,4524,4729,6874,5157,5401,4801,5446,4006,7202,6296,6835,7575,10411,12198,9039,6991,4146,3450,3.9,4.1,6,4.5,4.7,4.2,4.7,3.5,6.3,5.5,5.9,6.6,9,10.6,7.9,6.1,3.6,3
Hernando,Florida,8518,9920,11319,10204,9283,8750,10980,11189,8550,11543,12420,13670,14306,15178,12379,12157,6457,7097,4.4,5.1,5.8,5.3,4.8,4.5,5.7,5.8,4.4,6,6.4,7,7.4,7.8,6.4,6.3,3.3,3.7
Highlands,Florida,4664,4264,5877,5840,4911,3700,3647,5534,4173,6220,4980,7638,7251,8912,8773,8751,5781,5305,4.4,4,5.5,5.5,4.6,3.5,3.4,5.2,3.9,5.9,4.7,7.2,6.8,8.4,8.3,8.2,5.4,5
Hillsborough,Florida,88829,85277,97422,90488,92874,113667,111945,101566,102171,99875,94828,92675,86276,68903,59171,38588,23129,24284,6,5.8,6.6,6.1,6.3,7.7,7.6,6.9,6.9,6.8,6.4,6.3,5.9,4.7,4,2.6,1.6,1.6
Indian River,Florida,5955,7466,6684,8210,7160,6605,8655,9421,5444,6787,8410,11882,12517,15262,13779,10323,8356,7007,3.7,4.7,4.2,5.1,4.5,4.1,5.4,5.9,3.4,4.2,5.3,7.4,7.8,9.5,8.6,6.5,5.2,4.4
Lake,Florida,16852,19584,20548,19744,17183,19637,19450,21513,19451,20924,22490,22186,28652,27885,24194,22154,12707,11964,4.6,5.3,5.6,5.4,4.7,5.3,5.3,5.9,5.3,5.7,6.1,6,7.8,7.6,6.6,6,3.5,3.3
Lee,Florida,34695,36716,39193,38936,36711,42641,40211,43759,36813,42462,44726,50179,58872,61018,58875,47955,32118,24697,4.5,4.8,5.1,5.1,4.8,5.5,5.2,5.7,4.8,5.5,5.8,6.5,7.6,7.9,7.6,6.2,4.2,3.2
Leon,Florida,15336,15521,14924,26799,45088,23388,18264,16243,15529,14704,15812,16590,14715,14350,10901,7065,4362,3991,5.2,5.3,5.1,9.1,15.4,8,6.2,5.5,5.3,5,5.4,5.7,5,4.9,3.7,2.4,1.5,1.4
Manatee,Florida,18321,17660,23290,21357,19732,19741,21341,20914,20247,22439,25084,30054,29103,31082,30909,24356,14754,12869,4.5,4.4,5.8,5.3,4.9,4.9,5.3,5.2,5,5.6,6.2,7.5,7.2,7.7,7.7,6,3.7,3.2
Marion,Florida,17871,17071,20680,19179,16923,21069,18544,20845,15770,19537,21178,26167,23795,30068,27442,23932,13752,11756,4.9,4.7,5.7,5.2,4.6,5.8,5.1,5.7,4.3,5.3,5.8,7.2,6.5,8.2,7.5,6.5,3.8,3.2
Martin,Florida,6343,6494,8419,8052,6682,6722,8928,6293,7191,9673,8729,11146,14893,14116,10904,12209,6230,7976,3.9,4,5.2,5,4.2,4.2,5.5,3.9,4.5,6,5.4,6.9,9.3,8.8,6.8,7.6,3.9,5
Miami-Dade,Florida,157197,139405,161847,153822,162743,189476,193733,179149,189977,197674,194900,192473,152497,128834,112309,86567,58235,66102,5.8,5.1,6,5.7,6,7,7.1,6.6,7,7.3,7.2,7.1,5.6,4.7,4.1,3.2,2.1,2.4
Monroe,Florida,2904,2789,3462,2558,4137,4663,4440,4318,4342,4913,5839,5758,6481,5798,5547,2850,1321,2108,3.9,3.8,4.7,3.4,5.6,6.3,6,5.8,5.8,6.6,7.9,7.8,8.7,7.8,7.5,3.8,1.8,2.8
Nassau,Florida,4736,5316,4620,4129,3118,6270,4718,4458,4678,5596,6728,6899,6662,5281,6749,4440,2809,1418,5.3,6,5.2,4.7,3.5,7.1,5.3,5,5.3,6.3,7.6,7.8,7.5,6,7.6,5,3.2,1.6
Okaloosa,Florida,13334,12656,13686,11961,14463,17180,15967,13347,12618,11411,11258,14007,14440,11471,8635,5753,4853,3698,6.3,6,6.5,5.7,6.9,8.2,7.6,6.3,6,5.4,5.3,6.6,6.9,5.4,4.1,2.7,2.3,1.8
Orange,Florida,83694,86286,84688,91494,103090,121431,112868,102666,97543,92698,87461,82578,75958,60453,43083,28136,22537,16788,6,6.2,6.1,6.6,7.4,8.7,8.1,7.4,7,6.7,6.3,5.9,5.5,4.3,3.1,2,1.6,1.2
Osceola,Florida,22569,21508,30260,25081,27726,25746,26998,30747,27201,23338,22743,19090,21963,16133,13464,9626,5669,5889,6,5.7,8.1,6.7,7.4,6.9,7.2,8.2,7.2,6.2,6.1,5.1,5.8,4.3,3.6,2.6,1.5,1.6
Palm Beach,Florida,76288,76001,82342,81548,79523,89191,88552,86273,85599,92058,94926,99086,100824,93089,83769,75944,51483,60274,5.1,5.1,5.5,5.4,5.3,6,5.9,5.8,5.7,6.2,6.3,6.6,6.7,6.2,5.6,5.1,3.4,4
Pasco,Florida,28364,31298,32636,32149,27301,29407,31384,37870,32040,35422,35578,37969,37123,36032,32170,29700,16085,11419,5.1,5.6,5.9,5.8,4.9,5.3,5.7,6.8,5.8,6.4,6.4,6.9,6.7,6.5,5.8,5.4,2.9,2.1
Pinellas,Florida,41630,40407,46383,42990,48881,58958,58041,58200,48971,59146,65934,76717,81102,72333,60189,45608,33337,36169,4.3,4.1,4.8,4.4,5,6,6,6,5,6.1,6.8,7.9,8.3,7.4,6.2,4.7,3.4,3.7
Polk,Florida,41626,40163,49982,45268,43455,49118,46352,43646,42923,43517,42076,45033,42593,42642,40435,29450,19975,16523,5.7,5.5,6.9,6.2,6,6.8,6.4,6,5.9,6,5.8,6.2,5.9,5.9,5.6,4.1,2.8,2.3
Putnam,Florida,3830,4452,4947,3600,4108,3567,3571,4805,3292,4847,4503,5923,5581,5996,3970,3537,2640,1352,5.1,6,6.6,4.8,5.5,4.8,4.8,6.4,4.4,6.5,6,7.9,7.5,8,5.3,4.7,3.5,1.8
St. Johns,Florida,12186,16251,18360,16432,14089,11299,12031,18125,16768,19324,17570,18976,18019,16719,15749,10454,5348,6972,4.6,6.1,6.9,6.2,5.3,4.3,4.5,6.8,6.3,7.3,6.6,7.2,6.8,6.3,6,3.9,2,2.6
St. Lucie,Florida,16352,15820,21049,18088,16685,18684,17960,19060,19775,17362,20184,23684,22461,17982,25826,18828,11473,7024,5,4.8,6.4,5.5,5.1,5.7,5.5,5.8,6,5.3,6.1,7.2,6.8,5.5,7.9,5.7,3.5,2.1
Santa Rosa,Florida,10525,9563,13862,9736,11500,12397,12398,11162,11920,12835,12089,13380,11698,9888,9274,5760,3142,3184,5.7,5.2,7.5,5.3,6.2,6.7,6.7,6.1,6.5,7,6.6,7.3,6.3,5.4,5,3.1,1.7,1.7
Sarasota,Florida,14612,13539,21202,18264,19387,17706,17529,18275,17525,21188,25319,30784,36818,42325,39529,33778,23834,22128,3.4,3.1,4.9,4.2,4.5,4.1,4,4.2,4,4.9,5.8,7.1,8.5,9.8,9.1,7.8,5.5,5.1
Seminole,Florida,25042,30970,25479,28063,27986,34470,33844,33421,32547,32676,30679,34857,26677,24598,20135,13529,7438,9415,5.3,6.6,5.4,5.9,5.9,7.3,7.2,7.1,6.9,6.9,6.5,7.4,5.7,5.2,4.3,2.9,1.6,2
Sumter,Florida,2441,2418,2287,3789,3099,2590,3423,5640,3074,3169,4604,6885,10217,17948,26061,18389,11671,4715,1.8,1.8,1.7,2.9,2.3,2,2.6,4.3,2.3,2.4,3.5,5.2,7.7,13.6,19.7,13.9,8.8,3.6
Volusia,Florida,26102,28236,25969,29079,31027,33136,31922,29740,28810,31817,34832,40828,44590,40583,36079,25574,17274,17686,4.7,5.1,4.7,5.3,5.6,6,5.8,5.4,5.2,5.8,6.3,7.4,8.1,7.3,6.5,4.6,3.1,3.2
Walton,Florida,4101,4912,3970,3689,2772,3996,4821,6016,4020,3952,4844,6404,5645,5252,3914,1806,1313,2644,5.5,6.6,5.4,5,3.7,5.4,6.5,8.1,5.4,5.3,6.5,8.6,7.6,7.1,5.3,2.4,1.8,3.6
Barrow,Georgia,5340,5725,6867,5537,4485,6553,5558,5188,7237,6037,4953,5394,3988,3778,2967,1754,1068,811,6.4,6.9,8.2,6.7,5.4,7.9,6.7,6.2,8.7,7.3,6,6.5,4.8,4.5,3.6,2.1,1.3,1
Bartow,Georgia,6842,7881,6925,6724,7290,6692,7298,7360,6177,7214,7491,7025,6608,6237,3554,3538,2051,831,6.4,7.3,6.4,6.2,6.8,6.2,6.8,6.8,5.7,6.7,7,6.5,6.1,5.8,3.3,3.3,1.9,0.8
Bibb,Georgia,10094,9940,11294,12764,8650,11335,9704,9942,7899,9170,8683,9859,9339,8700,5518,4276,2904,3088,6.6,6.5,7.4,8.3,5.6,7.4,6.3,6.5,5.2,6,5.7,6.4,6.1,5.7,3.6,2.8,1.9,2
Bulloch,Georgia,4388,3797,4822,9374,13157,5644,5735,3690,4248,4282,3542,4135,3739,3528,2118,1511,1451,447,5.5,4.8,6.1,11.8,16.5,7.1,7.2,4.6,5.3,5.4,4.4,5.2,4.7,4.4,2.7,1.9,1.8,0.6
Carroll,Georgia,8128,7435,8027,9314,9611,8716,7460,8946,8321,6891,7089,8173,5266,5310,4717,2565,2419,1604,6.8,6.2,6.7,7.8,8,7.3,6.2,7.5,6.9,5.7,5.9,6.8,4.4,4.4,3.9,2.1,2,1.3
Catoosa,Georgia,4280,5266,3186,4401,3765,4579,3842,2916,5130,4827,4605,4567,4322,3325,3504,2785,1039,1241,6.3,7.8,4.7,6.5,5.6,6.8,5.7,4.3,7.6,7.1,6.8,6.8,6.4,4.9,5.2,4.1,1.5,1.8
Chatham,Georgia,16242,16737,17543,19406,22346,24588,22755,19663,16175,15907,16679,18862,15947,16365,11603,8369,5095,5148,5.6,5.8,6.1,6.7,7.7,8.5,7.9,6.8,5.6,5.5,5.8,6.5,5.5,5.7,4,2.9,1.8,1.8
Cherokee,Georgia,14547,16763,19769,17089,14128,14891,17432,17718,18718,19030,18343,15065,16933,12149,12934,7582,3694,1988,5.6,6.5,7.6,6.6,5.5,5.8,6.7,6.8,7.2,7.4,7.1,5.8,6.5,4.7,5,2.9,1.4,0.8
Clarke,Georgia,7062,6007,7157,15769,20562,10530,9322,5749,6502,6278,7250,7477,4187,4020,5037,3268,1504,650,5.5,4.7,5.6,12.3,16,8.2,7.3,4.5,5.1,4.9,5.6,5.8,3.3,3.1,3.9,2.5,1.2,0.5
Clayton,Georgia,22220,19796,25828,21335,21389,23673,21055,20269,19574,17919,18249,17475,15415,10559,8639,3640,3491,1730,7.6,6.8,8.8,7.3,7.3,8.1,7.2,6.9,6.7,6.1,6.2,6,5.3,3.6,3,1.2,1.2,0.6
Cobb,Georgia,46140,48750,50223,51269,47816,57053,55120,54609,52072,54781,51622,51242,43027,32287,27913,17852,10089,8276,6.1,6.4,6.6,6.7,6.3,7.5,7.3,7.2,6.9,7.2,6.8,6.7,5.7,4.2,3.7,2.3,1.3,1.1
Columbia,Georgia,8386,11390,11725,12862,8730,10746,10190,10488,11595,9680,9948,9429,9475,8975,4754,4954,1601,1786,5.4,7.3,7.5,8.2,5.6,6.9,6.5,6.7,7.4,6.2,6.3,6,6,5.7,3,3.2,1,1.1
Coweta,Georgia,8474,10410,10704,9685,8077,10049,9198,7421,11629,10970,10747,10876,8703,6839,6603,3914,2818,1392,5.7,7,7.2,6.5,5.4,6.8,6.2,5,7.8,7.4,7.2,7.3,5.9,4.6,4.4,2.6,1.9,0.9
DeKalb,Georgia,52559,44834,50416,43454,46479,64896,62846,55758,52532,50424,47100,49242,41058,35463,25530,18353,8528,9825,6.9,5.9,6.6,5.7,6.1,8.5,8.3,7.3,6.9,6.6,6.2,6.5,5.4,4.7,3.4,2.4,1.1,1.3
Dougherty,Georgia,6084,5673,5557,6724,7840,5538,5202,6342,3993,4764,4878,5075,5589,4266,4560,3252,1289,1330,6.9,6.4,6.3,7.6,8.9,6.3,5.9,7.2,4.5,5.4,5.5,5.8,6.4,4.9,5.2,3.7,1.5,1.5
Douglas,Georgia,9120,7103,14180,13036,10508,7283,8503,10873,9615,9963,10843,7908,9849,6173,4564,3656,1277,1889,6.2,4.9,9.7,8.9,7.2,5,5.8,7.4,6.6,6.8,7.4,5.4,6.7,4.2,3.1,2.5,0.9,1.3
Fayette,Georgia,5050,7588,7904,7427,6465,5608,4799,7789,6975,8389,7840,9470,7204,6805,6270,3834,2632,2372,4.4,6.6,6.9,6.5,5.7,4.9,4.2,6.8,6.1,7.3,6.9,8.3,6.3,5.9,5.5,3.4,2.3,2.1
Floyd,Georgia,5216,7596,5629,7870,6145,7797,4873,6440,4161,7684,6917,6186,4971,5371,4741,3127,1729,2045,5.3,7.7,5.7,8,6.2,7.9,4.9,6.5,4.2,7.8,7,6.3,5,5.5,4.8,3.2,1.8,2.1
Forsyth,Georgia,13994,18347,20921,18940,11754,9959,12587,20384,19561,21707,18460,15368,11795,10708,7571,6607,3552,2037,5.7,7.5,8.6,7.8,4.8,4.1,5.2,8.3,8,8.9,7.6,6.3,4.8,4.4,3.1,2.7,1.5,0.8
Fulton,Georgia,61084,60180,67278,72060,74294,96369,87402,79641,70973,76114,69491,67289,54006,46168,32696,20164,13160,15568,5.7,5.7,6.3,6.8,7,9.1,8.2,7.5,6.7,7.2,6.5,6.3,5.1,4.3,3.1,1.9,1.2,1.5
Glynn,Georgia,3655,6197,5456,4759,4980,4489,6370,4316,5334,4981,5282,5779,5848,6419,4439,2175,2650,2163,4.3,7.3,6.4,5.6,5.8,5.3,7.5,5.1,6.3,5.8,6.2,6.8,6.9,7.5,5.2,2.6,3.1,2.5
Gwinnett,Georgia,60884,68247,74117,71193,60524,62371,61208,69566,63611,70172,65628,66672,43613,36838,27310,15123,9205,9968,6.5,7.3,7.9,7.6,6.5,6.7,6.5,7.4,6.8,7.5,7,7.1,4.7,3.9,2.9,1.6,1,1.1
Hall,Georgia,12892,12143,16409,14599,13288,13527,12007,11063,13535,14646,14203,13140,11927,9940,8419,6748,3333,2622,6.3,5.9,8,7.1,6.5,6.6,5.9,5.4,6.6,7.2,6.9,6.4,5.8,4.9,4.1,3.3,1.6,1.3
Henry,Georgia,13148,17158,17722,17992,15964,15090,13294,14033,16783,17471,18838,16116,12942,10700,7213,4166,2763,3168,5.6,7.3,7.6,7.7,6.8,6.4,5.7,6,7.2,7.4,8,6.9,5.5,4.6,3.1,1.8,1.2,1.4
Houston,Georgia,9650,11119,12923,9944,12840,9053,12008,11860,9005,9492,10208,9944,9619,7232,4789,3502,2290,2385,6.1,7,8.2,6.3,8.1,5.7,7.6,7.5,5.7,6,6.5,6.3,6.1,4.6,3,2.2,1.5,1.5
Jackson,Georgia,4972,5538,5247,4321,2854,5095,5434,6134,3893,5129,4646,4206,4647,4732,2107,1870,948,1204,6.8,7.6,7.2,5.9,3.9,7,7.4,8.4,5.3,7,6.4,5.8,6.4,6.5,2.9,2.6,1.3,1.6
Lowndes,Georgia,8196,8460,7886,8045,15147,10275,8423,7605,6516,4595,5838,5882,5861,4763,3756,1992,2390,1776,7,7.2,6.7,6.9,12.9,8.8,7.2,6.5,5.5,3.9,5,5,5,4.1,3.2,1.7,2,1.5
Muscogee,Georgia,13694,15167,12186,13461,13669,16001,13950,13409,11927,11538,11371,11778,10819,9041,6983,3331,3618,3826,7,7.7,6.2,6.9,7,8.2,7.1,6.8,6.1,5.9,5.8,6,5.5,4.6,3.6,1.7,1.8,2
Newton,Georgia,7410,9287,9375,6586,6860,7324,7892,6158,7680,7025,8227,7569,5644,5409,4191,2602,1199,1306,6.6,8.3,8.4,5.9,6.1,6.6,7.1,5.5,6.9,6.3,7.4,6.8,5.1,4.8,3.8,2.3,1.1,1.2
Paulding,Georgia,10509,9573,15309,11942,10936,10355,9844,12510,13575,14949,11506,10963,8813,6749,5019,2726,2029,1360,6.2,5.7,9.1,7.1,6.5,6.1,5.8,7.4,8,8.9,6.8,6.5,5.2,4,3,1.6,1.2,0.8
Richmond,Georgia,13366,12723,12137,14780,15824,18126,14843,12093,11181,11614,11135,11079,13915,9023,9380,5148,3163,2988,6.6,6.3,6,7.3,7.8,9,7.3,6,5.5,5.7,5.5,5.5,6.9,4.5,4.6,2.5,1.6,1.5
Rockdale,Georgia,4573,5470,7845,6832,5952,5777,4235,6274,5474,6235,5944,6185,6299,5265,3529,1926,1729,1352,5,6,8.6,7.5,6.5,6.4,4.7,6.9,6,6.9,6.5,6.8,6.9,5.8,3.9,2.1,1.9,1.5
Spalding,Georgia,4091,6410,2931,3792,4000,4222,3746,3254,3912,4661,4553,4561,4246,3548,3020,2158,2108,1490,6.1,9.6,4.4,5.7,6,6.3,5.6,4.9,5.9,7,6.8,6.8,6.4,5.3,4.5,3.2,3.2,2.2
Troup,Georgia,4468,4697,4672,4212,5088,6339,5241,3904,4045,3700,3931,4813,4165,3594,3361,1756,903,1033,6.4,6.7,6.7,6,7.3,9.1,7.5,5.6,5.8,5.3,5.6,6.9,6,5.1,4.8,2.5,1.3,1.5
Walker,Georgia,3863,4135,4344,4149,4140,4473,3832,4471,4517,4459,4179,4845,5370,3772,3604,3125,1516,967,5.5,5.9,6.2,5.9,5.9,6.4,5.5,6.4,6.5,6.4,6,6.9,7.7,5.4,5.2,4.5,2.2,1.4
Walton,Georgia,5245,6758,6765,5694,4783,6855,6576,6008,5114,7513,6133,5886,6153,5597,4031,1934,1398,2150,5.5,7.1,7.2,6,5.1,7.2,7,6.4,5.4,7.9,6.5,6.2,6.5,5.9,4.3,2,1.5,2.3
Whitfield,Georgia,6964,8155,7304,7529,7235,6449,6296,8200,6906,5963,6653,5799,6225,4187,4082,2807,2989,885,6.7,7.8,7,7.2,6.9,6.2,6,7.8,6.6,5.7,6.4,5.5,5.9,4,3.9,2.7,2.9,0.8
Hawaii,Hawaii,11414,11731,13098,10962,10436,10821,10301,14802,10881,10613,12819,11640,17970,18564,9381,7739,4285,4056,5.7,5.8,6.5,5.4,5.2,5.4,5.1,7.3,5.4,5.3,6.4,5.8,8.9,9.2,4.7,3.8,2.1,2
Honolulu,Hawaii,60102,57673,54974,53555,67553,75904,70478,68328,57287,58236,56844,58486,57287,50237,46059,32840,20552,28168,6.2,5.9,5.6,5.5,6.9,7.8,7.2,7,5.9,6,5.8,6,5.9,5.2,4.7,3.4,2.1,2.9
Kauai,Hawaii,4181,4614,4433,4116,3494,4004,4031,4986,4954,4050,4548,3803,5812,5277,3781,2695,1413,2101,5.8,6.4,6.1,5.7,4.8,5.5,5.6,6.9,6.9,5.6,6.3,5.3,8,7.3,5.2,3.7,2,2.9
Maui,Hawaii,9638,10448,10101,9064,7617,9651,10591,13291,10599,10330,10739,13472,9627,11109,8830,6422,2618,3341,5.8,6.2,6,5.4,4.5,5.8,6.3,7.9,6.3,6.2,6.4,8,5.7,6.6,5.3,3.8,1.6,2
Ada,Idaho,27254,27542,36296,33100,28056,35081,35038,33314,34886,31030,29677,26567,32212,23825,19770,12375,8608,6956,5.7,5.7,7.5,6.9,5.8,7.3,7.3,6.9,7.2,6.4,6.2,5.5,6.7,4.9,4.1,2.6,1.8,1.4
Bannock,Idaho,6780,6150,5734,6499,6219,6950,6347,5362,5641,4902,4554,4736,5600,4324,3218,2257,1761,774,7.7,7,6.5,7.4,7.1,7.9,7.2,6.1,6.4,5.6,5.2,5.4,6.4,4.9,3.7,2.6,2,0.9
Bonneville,Idaho,9305,10377,10547,8707,7170,8106,8978,8022,6769,6275,6171,6099,6943,4992,4316,2769,2087,1429,7.8,8.7,8.9,7.3,6,6.8,7.5,6.7,5.7,5.3,5.2,5.1,5.8,4.2,3.6,2.3,1.8,1.2
Canyon,Idaho,16314,18678,18188,15924,16971,15942,15477,15124,13863,14139,11474,13146,11957,10358,10328,6955,2640,2371,7.1,8.1,7.9,6.9,7.4,6.9,6.7,6.6,6,6.2,5,5.7,5.2,4.5,4.5,3,1.1,1
Kootenai,Idaho,9538,11732,9873,10255,8738,10185,10433,10743,9642,9611,10526,10874,11465,11008,8087,5799,4024,3164,5.8,7.1,6,6.2,5.3,6.1,6.3,6.5,5.8,5.8,6.4,6.6,6.9,6.6,4.9,3.5,2.4,1.9
Twin Falls,Idaho,6539,8162,6307,5799,5562,5501,5921,7269,3259,4213,5050,5076,4226,4148,3786,3013,1783,1264,7.5,9.4,7.3,6.7,6.4,6.3,6.8,8.4,3.8,4.8,5.8,5.8,4.9,4.8,4.4,3.5,2.1,1.5
Adams,Illinois,4028,4366,3936,3272,3687,3925,3954,4432,3728,3409,4010,4208,5168,3186,3545,3006,1628,1947,6.2,6.7,6,5,5.6,6,6,6.8,5.7,5.2,6.1,6.4,7.9,4.9,5.4,4.6,2.5,3
Champaign,Illinois,10828,10271,11731,22477,32501,15116,13751,14526,8273,11095,9394,11053,10788,8442,7981,4261,3148,4053,5.2,4.9,5.6,10.7,15.5,7.2,6.6,6.9,3.9,5.3,4.5,5.3,5.1,4,3.8,2,1.5,1.9
Cook,Illinois,310231,295141,321895,306701,325901,431467,410258,367716,332305,324326,313467,320179,314515,250067,195474,136085,93332,101173,6,5.7,6.3,6,6.3,8.4,8,7.1,6.5,6.3,6.1,6.2,6.1,4.9,3.8,2.6,1.8,2
DeKalb,Illinois,5855,5479,7456,9074,15502,6897,5653,6267,5555,5455,6454,6228,5323,4904,3025,2717,1419,1634,5.6,5.2,7.1,8.7,14.8,6.6,5.4,6,5.3,5.2,6.2,5.9,5.1,4.7,2.9,2.6,1.4,1.6
DuPage,Illinois,53787,55941,59916,60455,55853,57414,58790,61151,59843,59401,61940,66634,62900,51594,36229,27881,15984,17208,5.8,6.1,6.5,6.6,6.1,6.2,6.4,6.6,6.5,6.4,6.7,7.2,6.8,5.6,3.9,3,1.7,1.9
Kane,Illinois,32962,32638,42254,39702,33360,31967,31036,36425,33980,37894,36259,34835,33151,28246,17586,13828,9979,6301,6.2,6.1,7.9,7.5,6.3,6,5.8,6.8,6.4,7.1,6.8,6.5,6.2,5.3,3.3,2.6,1.9,1.2
Kankakee,Illinois,6334,7207,6732,8211,9149,6047,6267,7252,5979,6854,6603,8590,5921,5540,4866,3176,2587,2547,5.8,6.6,6.1,7.5,8.3,5.5,5.7,6.6,5.4,6.2,6,7.8,5.4,5,4.4,2.9,2.4,2.3
Kendall,Illinois,8270,10858,9918,10373,6659,8960,8206,7669,11426,10139,10022,6662,5091,5987,3612,2869,1248,1021,6.4,8.4,7.7,8,5.2,6.9,6.4,5.9,8.9,7.9,7.8,5.2,3.9,4.6,2.8,2.2,1,0.8
Lake,Illinois,39637,45688,48665,55578,47184,40365,37960,46377,40712,46707,48569,49995,45771,38114,23562,16370,11720,13561,5.7,6.6,7,8,6.8,5.8,5.4,6.7,5.8,6.7,7,7.2,6.6,5.5,3.4,2.4,1.7,1.9
