age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat,lng,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
33,Male,Hispanic,Adams County Sheriff's Office,Pending investigation,2020,9,12,Denver,CO,Denver,Gunshot,No known charges,Yes,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High
31,Male,Unknown race,Spokane Police Department,Pending investigation,2020,9,11,Spokane Valley,WA,Spokane,Gunshot,No known charges,No,47.6626,-117.2346,Washington,0500000US53063,211723,5.8,4.3,8.3,8.9,14.1,20,12.7,13.5,7.3,5.1,59974,80940,20966,Low
NA,Male,Unknown race,Gwinnett County Police Department,Pending investigation,2020,9,10,Norcross,GA,Gwinnett,Gunshot,No known charges,No,33.9379,-84.2065,Georgia,0500000US13135,301471,3.7,2.2,5.8,7.9,12.4,19.7,13.7,18.4,8.5,7.6,72109,93401,21292,High
NA,Male,White,Henderson County Sheriff's Office,Pending investigation,2020,9,10,Mountain Home,NC,Hendersonvlle,Gunshot,No known charges,No,35.3708,-82.5021,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Male,Black,"Fayette County Sheriff's Office, Shelby County Sheriff's Office",Pending investigation,2020,9,10,Moscow,TN,Fayette,Gunshot,No known charges,No,35.0611,-89.3893,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Male,Unknown race,Los Angeles County Sheriff's Department,Pending investigation,2020,9,10,Compton,CA,Los Angeles,Gunshot,No known charges,No,33.893,-118.2275,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
48,Male,White,"Fayetteville Police Department, U.S. Marshals Service",Pending investigation,2020,9,10,Fayetteville,NC,Cumberland,Gunshot,No known charges,No,35.0846,-78.9776,North Carolina,0500000US37051,128135,9,5.1,10.8,11.7,17.9,17.6,11.2,11.3,3.2,2.3,46292,61315,15023,Very Low
NA,Male,Unknown race,Las Vegas Metropolitan Police Department,Pending investigation,2020,9,9,Las Vegas,NV,Clark,Gunshot,No known charges,No,36.2333,-115.2654,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
47,Male,White,McCracken County Sheriff's Office,Pending investigation,2020,9,9,Paducah,KY,McCracken,Gunshot,No known charges,No,37.0711,-88.6436,Kentucky,0500000US21145,28363,6.8,6.4,13.2,14.8,13,18.9,9,11.9,2.6,3.5,45084,69078,23994,Very Low
41,Male,Native American,Denver Police Department,Pending investigation,2020,9,9,Denver,CO,Denver,Gunshot,No known charges,No,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High
33,Male,Black,Florida Highway Patrol,Pending investigation,2020,9,8,Delray Beach,FL,Palm Beach,Gunshot,No known charges,Unknown,26.455,-80.0905,Florida,0500000US12099,568915,5.2,4.1,8.1,8.4,12.4,16.3,12.2,15.6,6.7,11,66623,101876,35253,High
51,Male,White,"Altoona Police Department, Polk County Sheriff's Office",Pending investigation,2020,9,7,Altoona,IA,Polk,Gunshot,No known charges,No,41.6481,-93.4784,Iowa,0500000US19153,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,87952,21034,High
40,Male,White,Las Vegas Metropolitan Police Department,Pending investigation,2020,9,6,Summerlin,NV,Clark,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Male,Unknown race,Spruce Pine Police Department,Pending investigation,2020,9,6,Spruce Pine,NC,Mitchell,Gunshot,No known charges,Yes,35.9104,-82.0731,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,Unknown race,Virginia Beach Police Department,Pending investigation,2020,9,6,Virginia Beach,VA,Virginia Beach City,Gunshot,No known charges,No,36.7335,-76.0435,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,Unknown race,Chicago Police Department,Pending investigation,2020,9,5,Chicago,IL,Cook,"Gunshot, Taser",No known charges,No,41.8373,-87.6862,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
61,Male,Black,San Antonio Police Department,Pending investigation,2020,9,5,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low
22,Male,White,"Battle Creek Police Department, Calhoun County Sheriff's Office",Pending investigation,2020,9,5,Battle Creek,MI,Calhoun,Gunshot,No known charges,Drug or alcohol use,42.2986,-85.2296,Michigan,0500000US26025,53827,5.7,4.6,10.6,13.5,16.3,16.5,12.4,12.9,3.7,3.8,49055,68474,19419,Very Low
33,Male,Black,Syracuse Police Department,Pending investigation,2020,9,4,Syracuse,NY,Onondaga,Gunshot,No known charges,No,43.0409,-76.1438,New York,0500000US36067,183218,8.1,4.3,8.4,7.3,13.1,17.5,13.1,15.2,6.1,6.8,61577,83860,22283,Middle
38,Male,White,San Bernardino County Sheriff's Office,Pending investigation,2020,9,4,Lucerne Valley,CA,San Bernardino,Gunshot,No known charges,No,34.4427,-116.9021,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
37,Male,Unknown race,Kern County Sheriff's Office,Pending investigation,2020,9,3,Bakersfield,CA,Kern,Gunshot,No known charges,No,35.3529,-119.0359,California,0500000US06029,272888,5.6,6.4,11.7,10.1,13.3,17.3,10.3,13.8,6.4,5.1,53067,75669,22602,Very Low
48,Male,White,U.S. Marshals Service,Pending investigation,2020,9,3,Lacey,WA,Thurston,Gunshot,No known charges,No,47.046,-122.7934,Washington,0500000US53067,112909,4.5,3.1,7.1,6.2,10.3,16.8,16.5,20,7.9,7.5,78512,93918,15406,Very High
53,Male,White,Bettendorf Police Department,Pending investigation,2020,9,3,Bettendorf,IA,Scott,Gunshot,No known charges,Yes,41.5656,-90.4764,Iowa,0500000US19163,68534,5.3,4.1,9.2,7.3,12.6,18.3,12.1,17.3,5.9,7.9,65122,90210,25088,High
18,Male,Black,DC Metropolitan Police Department,Pending investigation,2020,9,2,Washington,DC,District of Columbia,Gunshot,No known charges,No,38.9047,-77.0163,District of Columbia,0500000US11001,291570,8,3.3,4.9,4.6,8.5,12.1,11,16.2,10.6,20.7,92266,135369,43103,Very High
50,Male,White,Sacramento Police Department,Pending investigation,2020,9,1,Sacramento,CA,Sacramento,Gunshot,No known charges,No,38.5667,-121.4683,California,0500000US06067,556752,4.4,4,7.1,7.8,11.1,17.6,13.7,17.4,8.5,8.4,72017,93318,21301,High
29,Male,Black,Los Angeles County Sheriff's Department,Pending investigation,2020,8,31,Westmont,CA,Los Angeles,Gunshot,No known charges,No,33.9417,-118.3018,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
36,Male,Hispanic,San Juan County Sheriff's Office,Pending investigation,2020,8,31,Aztec,NM,San Juan,Gunshot,No known charges,No,36.819,-107.9826,New Mexico,0500000US35045,42561,8.7,5,12.7,13.7,15.5,20.9,8.8,9.8,2.8,2.2,44321,60348,16027,Very Low
26,Male,Hispanic,Chicago Police Department,Pending investigation,2020,8,31,Chicago,IL,Cook,Gunshot,No known charges,No,41.8373,-87.6862,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
58,Male,Unknown race,Boise Police Department,Pending investigation,2020,8,31,Meridian,ID,Ada,Gunshot,No known charges,No,43.6112,-116.3968,Idaho,0500000US16001,184160,3.7,2.5,6.2,8.5,11.7,18.9,15,16.7,8.2,8.6,72021,96684,24663,High
25,Male,Hispanic,Anaheim Police Department,Pending investigation,2020,8,30,Anaheim,CA,Orange,Gunshot,No known charges,No,33.839,-117.8572,California,0500000US06059,1044280,4.1,2.6,4.9,5.4,8.3,14.2,12.4,19.7,11.5,17,95934,127176,31242,Very High
26,Male,White,Clovis Police Department,Pending investigation,2020,8,30,Clovis,CA,Fresno,Gunshot,No known charges,No,36.8278,-119.6831,California,0500000US06019,315974,7.7,5.3,9.7,10.1,11.5,17,12.4,14.4,6.4,5.4,57518,76573,19055,Low
43,Male,Black,Dearborn Heights Police Department,Pending investigation,2020,8,29,Dearborn Heights,MI,Wayne,Gunshot,No known charges,No,42.3164,-83.2769,Michigan,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
44,Male,Black,"Holly Hill Police Department, Daytona Beach Police Department",Pending investigation,2020,8,29,Daytona Beach,FL,Volusia,Gunshot,No known charges,No,29.1994,-81.0982,Florida,0500000US12127,219451,5.6,5,9.9,12.1,14.2,19.8,13.4,12.1,3.9,4,53766,70972,17206,Very Low
NA,Male,Unknown race,"Mesa County Sheriff's Office, Fruita Police Department",Pending investigation,2020,8,29,Loma,CO,Mesa,Gunshot,No known charges,No,39.2075,-108.805,Colorado,0500000US08077,63644,5.7,4.2,7.7,8.1,15.2,21.6,12.5,15,5,4.9,60500,78226,17726,Middle
36,Male,Hispanic,Maryland State Police,Pending investigation,2020,8,28,Elkridge,MD,Howard,Gunshot,No known charges,Drug or alcohol use,39.1941,-76.7427,Maryland,0500000US24027,115772,3.4,1,4.1,3.5,5.7,10.3,11.7,20.6,13.7,26,121618,155431,33813,Very High
38,Male,White,U.S. Marshals Service,Pending investigation,2020,8,27,Salt Lake City,UT,Salt Lake,Gunshot,No known charges,No,40.7777,-111.9306,Utah,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
29,Male,Black,Houston Police Department,Pending investigation,2020,8,26,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
17,Male,Hispanic,Tucson Police Department,Pending investigation,2020,8,26,Tucson,AZ,Pima,Gunshot,No known charges,No,32.1545,-110.8782,Arizona,0500000US04019,410404,6.9,4.3,9.7,10,14.5,17.4,13.1,13.8,5.2,5,56169,76892,20723,Low
31,Male,Black,Bexar County Sheriff's Office,Pending investigation,2020,8,25,San Antonio,TX,Bexar,Gunshot,No known charges,Yes,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low
30,Male,Unknown race,Kentucky State Police,Pending investigation,2020,8,25,Gray,KY,Knox,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Male,Unknown race,Calhoun County Sheriff's Office,Pending investigation,2020,8,25,Marshall,MI,Calhoun,Gunshot,No known charges,No,42.2617,-84.9597,Michigan,0500000US26025,53827,5.7,4.6,10.6,13.5,16.3,16.5,12.4,12.9,3.7,3.8,49055,68474,19419,Very Low
41,Male,White,Kentucky State Police,Pending investigation,2020,8,25,Gray,KY,Knox,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Male,Unknown race,Lincoln County Sheriff's Office,Pending investigation,2020,8,24,Lincolnton,NC,Gaston,Gunshot,No known charges,No,35.4747,-81.2385,North Carolina,0500000US37071,85705,5.2,5.6,10.5,9.7,13.9,18.7,12.7,15.2,4.9,3.6,56595,73164,16569,Low
NA,NA,Unknown race,Bernalillo County Sheriff's Office,Pending investigation,2020,8,24,Albuquerque,NM,Bernalillo,Gunshot,No known charges,No,35.1053,-106.6464,New Mexico,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
47,Male,Unknown race,Kingsland Police Department,Pending investigation,2020,8,23,Kingsland,GA,Camden,Gunshot,No known charges,No,30.8194,-81.7217,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Male,Black,Lafayette Police Department,Pending investigation,2020,8,22,Lafayette,LA,Lafayette,"Gunshot, Taser",No known charges,Yes,30.2084,-92.0323,Louisiana,0500000US22055,94490,8.6,4.3,10.6,8.6,11.2,15.1,12.9,14.9,6.4,7.3,60567,83575,23008,Middle
35,Male,Native American,"U.S. Bureau of Indian Affairs, Rolette County Sheriff's Office, Rolette Police Department, Rolla Police Department",Pending investigation,2020,8,22,Belcourt,ND,Rolette,Gunshot,No known charges,No,48.8417,-99.7447,North Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Male,Unknown race,Sacramento County Sheriff's Office,Pending investigation,2020,8,22,Rancho Cordova,CA,Sacramento,Gunshot,No known charges,No,38.574,-121.2523,California,0500000US06067,556752,4.4,4,7.1,7.8,11.1,17.6,13.7,17.4,8.5,8.4,72017,93318,21301,High
39,Male,Unknown race,San Bernardino County Sheriff's Office,Pending investigation,2020,8,22,Rancho Cucamonga,CA,San Bernardino,Gunshot,No known charges,No,34.1248,-117.5666,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
39,Male,Unknown race,Asbury Park Police Department,Pending investigation,2020,8,21,Asbury Park,NJ,Monmouth,Gunshot,No known charges,No,40.2226,-74.0119,New Jersey,0500000US34025,240377,4.4,2.4,4.8,6.3,6.7,12.2,11.4,19.5,11.7,20.7,102870,143028,40158,Very High
42,Male,White,"San Luis Obispo County Sheriff's Office, California Highway Patrol",Pending investigation,2020,8,21,Nipomo,CA,San Luis Obispo,Gunshot,No known charges,No,35.0323,-120.4991,California,0500000US06079,106512,4.3,3.3,7.2,7.5,11.9,14.4,13.6,19,9.8,9.2,77265,99083,21818,Very High
36,Male,Hispanic,Kern County Sheriff's Office,Pending investigation,2020,8,20,Bakersfield,CA,Kern,Gunshot,No known charges,Yes,35.3529,-119.0359,California,0500000US06029,272888,5.6,6.4,11.7,10.1,13.3,17.3,10.3,13.8,6.4,5.1,53067,75669,22602,Very Low
NA,Male,Unknown race,Hernando County Sheriff's Office,Pending investigation,2020,8,20,Brooksville,FL,Hernando,Gunshot,No known charges,No,28.5404,-82.3903,Florida,0500000US12053,78755,6,5.6,11.2,9.9,16.1,20.2,12.2,13.1,3.7,2.1,51031,62821,11790,Very Low
35,Male,White,"Gentry County Sheriff's Office, Missouri State Highway Patrol",Pending investigation,2020,8,20,Amity,MO,DeKalb,Gunshot,No known charges,No,39.8683,-94.4354,Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Male,White,Cabot Police Department,Pending investigation,2020,8,20,Cabot,AR,Lonoke,Gunshot,No known charges,Yes,34.9768,-92.0274,Arkansas,0500000US05085,26052,6.9,3.6,7.6,6.9,13.8,19.1,15.2,16.2,7,3.6,62532,75963,13431,Middle
43,Male,White,"Hays County Sheriff's Office, Texas Department of Public Safety",Pending investigation,2020,8,20,Driftwood,TX,Hays,Gunshot,No known charges,Yes,30.133,-98.0373,Texas,0500000US48209,77749,4.7,4,6.4,5.8,12.6,18.4,14.4,15.3,9.4,9,72058,95570,23512,High
21,Male,Hispanic,San Benito Police Department,Pending investigation,2020,8,19,San Benito,TX,Cameron,Gunshot,No known charges,No,26.1298,-97.644,Texas,0500000US48061,129307,9.3,8.2,13.9,13.1,12.7,15.8,10.7,11.2,2.6,2.7,41123,57625,16502,Very Low
39,Male,Unknown race,Lake Havasu City Police Department,Pending investigation,2020,8,19,Lake Havasu City,AZ,Mohave,Gunshot,No known charges,No,34.5006,-114.3113,Arizona,0500000US04015,91095,4.9,4.9,12.1,11.2,16.6,22.5,12.6,9.8,2.7,2.5,50179,63437,13258,Very Low
60,Male,White,Walker County Sheriff's Office,Pending investigation,2020,8,19,Chickamauga,GA,Walker,Gunshot,No known charges,No,34.8753,-85.2886,Georgia,0500000US13295,26760,3.6,8.5,13.5,12.5,12.7,22.5,12.6,9.6,2,2.4,47856,58818,10962,Very Low
37,Male,Black,Cumberland County Sheriff's Office,Pending investigation,2020,8,18,Hope Mills,NC,Cumberland,Gunshot,No known charges,Yes,34.969,-78.9559,North Carolina,0500000US37051,128135,9,5.1,10.8,11.7,17.9,17.6,11.2,11.3,3.2,2.3,46292,61315,15023,Very Low
38,Male,Unknown race,Jones County Sheriff's Office,Pending investigation,2020,8,18,Pollocksville,NC,Jones,Gunshot,No known charges,No,35.0056,-77.2214,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,White,"Bay City Police Department, Matagorda County Sheriff's Office, Texas Department of Public Safety",Pending investigation,2020,8,18,Bay City,TX,Matagorda,Gunshot,No known charges,No,28.9838,-95.9601,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Male,Hispanic,Weslaco Police Department,Pending investigation,2020,8,17,Weslaco,TX,Hidalgo,Gunshot,No known charges,Unknown,26.1648,-97.9898,Texas,0500000US48215,247544,11,7,14,11.3,14.2,16.3,9.7,10.7,3,2.8,41800,58371,16571,Very Low
36,Male,Hispanic,San Bernardino Police Department,Pending investigation,2020,8,17,San Bernardino,CA,San Bernardino,Gunshot,No known charges,No,34.1417,-117.2946,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
NA,Male,Hispanic,Bakersfield Police Department,Pending investigation,2020,8,17,Bakersfield,CA,Kern,Gunshot,No known charges,No,35.3529,-119.0359,California,0500000US06029,272888,5.6,6.4,11.7,10.1,13.3,17.3,10.3,13.8,6.4,5.1,53067,75669,22602,Very Low
34,Male,White,Highlands County Sheriff's Office,Pending investigation,2020,8,17,Avon Park,FL,Highlands,Gunshot,No known charges,No,27.5908,-81.5081,Florida,0500000US12055,43351,7.2,6,11.3,8.2,18.2,22.2,11.2,10.1,3.3,2.4,48698,65399,16701,Very Low
35,Male,White,Barstow Police Department,Pending investigation,2020,8,17,Barstow,CA,San Bernardino,Gunshot,No known charges,No,34.8661,-117.0472,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
27,Male,Hispanic,Merced County Sheriff's Office,Pending investigation,2020,8,16,Dos Palos,CA,Merced,Gunshot,No known charges,No,36.9854,-120.6336,California,0500000US06047,80645,3.4,4.5,9.5,8.8,14.9,20,13.6,14,5.9,5.4,61167,79523,18356,Middle
30,Male,Unknown race,Hemet Police Department,Pending investigation,2020,8,16,Hemet,CA,Riverside,Gunshot,No known charges,No,33.7341,-116.9969,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
NA,Male,White,Las Vegas Metropolitan Police Department,Pending investigation,2020,8,16,Las Vegas,NV,Clark,Gunshot,No known charges,Yes,36.2333,-115.2654,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
35,Male,White,Maury County Sheriff's Office,Pending investigation,2020,8,16,Theta,TN,Maury,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Male,Black,Pasadena Police Department,Pending investigation,2020,8,15,Pasadena,CA,Los Angeles,Gunshot,No known charges,No,34.1597,-118.139,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
31,Male,Black,Tuscaloosa Police Department,Pending investigation,2020,8,15,Tuscaloosa,AL,Tuscaloosa,Tasered,No known charges,Yes,33.2348,-87.5267,Alabama,0500000US01125,74259,9,5,10.6,11,12.6,17.6,8.4,15.1,5.5,5.3,52243,73432,21189,Very Low
41,Male,Unknown race,Oak Ridge Police Department,Pending investigation,2020,8,15,Oak Ridge,TN,Anderson,Gunshot,No known charges,No,35.9639,-84.2938,Tennessee,0500000US47001,30175,7.6,5.6,10.6,10.4,16.7,17.8,13,11.1,4,3.3,49044,65367,16323,Very Low
NA,Male,Unknown race,Burlington Northern Santa Fe Railway Police Department,Pending investigation,2020,8,15,Denver,CO,Denver,Gunshot,No known charges,No,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High
52,Male,White,Marion County Sheriff's Office,Pending investigation,2020,8,15,Ocala,FL,Marion,Gunshot,No known charges,No,29.178,-82.1511,Florida,0500000US12083,145622,6.6,3.8,13.4,9.4,17,21,12.8,9.9,3,3,49576,64731,15155,Very Low
39,Male,Hispanic,Glendale Police Department,Pending investigation,2020,8,14,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
NA,Male,Unknown race,North Miami Police Department,Pending investigation,2020,8,14,North Miami,FL,Miami-Dade,Gunshot,No known charges,No,25.9007,-80.1686,Florida,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low
28,Male,White,Broward County Sheriff's Office,Pending investigation,2020,8,14,Fort Lauderdale,FL,Broward,Gunshot,No known charges,No,26.1412,-80.1464,Florida,0500000US12011,705472,6.3,4.2,8.3,8.9,13.2,18,12.4,14.4,6.4,8,61502,88786,27284,Middle
29,Male,Black,Coweta County Sheriff's Office,Pending investigation,2020,8,13,Moreland,GA,Coweta,Vehicle,No known charges,Drug or alcohol use,33.2861,-84.7699,Georgia,0500000US13077,53640,4.4,4.6,7.1,5.6,9.6,16.8,14.6,22.1,10.3,4.9,78423,90034,11611,Very High
48,Female,Unknown race,Pueblo Police Department,Pending investigation,2020,8,11,Pueblo,CO,Pueblo,Gunshot,No known charges,Yes,38.2705,-104.6112,Colorado,0500000US08101,66111,7.8,6.3,9.9,10.5,14.9,17.5,14.1,12.5,3.8,2.6,51276,66317,15041,Very Low
NA,Male,Unknown race,Rogers County Sheriff's Office,Pending investigation,2020,8,11,Tulsa,OK,Tulsa,Gunshot,No known charges,No,36.1284,-95.9042,Oklahoma,0500000US40143,255352,6.6,4,9.5,10.1,13.3,18.3,12.1,13.4,5.7,7,57483,84293,26810,Low
50,Male,White,Albuquerque Police Department,Pending investigation,2020,8,11,Albuquerque,NM,Bernalillo,Gunshot,No known charges,No,35.1053,-106.6464,New Mexico,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
40,Male,Hispanic,Grand Island Police Department,Pending investigation,2020,8,10,Grand Island,NE,Hall,Gunshot,No known charges,Yes,40.9214,-98.3584,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Male,Hispanic,Albuquerque Police Department,Pending investigation,2020,8,10,Albuquerque,NM,Bernalillo,Gunshot,No known charges,No,35.1053,-106.6464,New Mexico,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
45,Male,Unknown race,Casper Police Department,Pending investigation,2020,8,10,Casper,WY,Natrona,Gunshot,No known charges,No,42.842,-106.3207,Wyoming,0500000US56025,33044,4.6,2.8,9.2,10.2,10.2,20.5,16.2,15.4,5.8,4.9,65034,79046,14012,High
